M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,target
208.0,240.0,14.14583333333333,8.652777777777779,548.0,19.01385900776041,19.71025823371006,18.166666666666668,41.329466311429854,44.934715208390244,31.146215655881928,32.630507750049674,327.72048611111114,151.92996887287916,94.11655877461905,38.0,68.0,76.0,5398.0,26175.0,178.94920357420358,22582.0,23573.0,1226.0,7517.0,1780.0,99.04068706486068,50.40900113021806,2.439974766095931,1.4611512423625457,0.0
180.0,210.0,8.611111111111109,7.5,448.0,16.674167731045028,17.58800783708025,16.366666666666674,37.34414007897173,38.689637411831185,26.85812714127033,28.620737997578928,309.546875,129.33821828215972,77.05698048046466,26.0,28.0,62.0,4090.0,22647.0,136.94105604148172,17868.0,19481.0,722.0,6085.0,1317.0,85.88013091800273,45.5638793155037,2.4743595095187993,1.066808135207008,0.0
110.0,130.0,6.527777777777778,4.694444444444445,280.0,10.185871848001627,10.629692981544618,9.900000000000002,22.452614717396923,23.596889236294558,16.32047510869343,17.31364742286268,188.3125,79.3343857001485,47.98152406334792,16.0,20.0,39.0,959.0,3348.0,70.83575036075037,4088.0,4342.0,272.0,1373.0,460.0,52.57130750451135,27.34189655919847,2.435873971237169,1.5337949942008169,0.0
192.0,247.0,15.541666666666664,6.861111111111108,570.0,15.183204860059114,15.827545309576063,14.061904761904767,33.92815421935141,38.43130314384038,26.1927287150695,28.04057810344542,298.05923611111115,141.39705463768962,94.15579447139267,38.0,76.0,81.0,2546.0,8926.0,155.35689033189033,10468.0,10688.0,674.0,5312.0,1224.0,84.57125831459891,40.19157913918216,2.681237922913563,1.8337890686479985,0.0
168.0,221.0,12.027777777777777,5.819444444444445,518.0,12.963233394208578,13.590765501322581,12.080952380952384,29.249151725568108,33.04854703078447,22.393977759725995,24.142213735171346,267.2420324074074,123.98503794541544,83.22461039434975,40.0,76.0,72.0,1670.0,5555.0,122.14336219336221,6968.0,7214.0,486.0,3180.0,868.0,72.88684851176106,35.27529318025626,2.723892353287573,1.7687957566101882,0.0
142.0,173.0,10.923611111111109,5.541666666666665,398.0,12.14757159264516,12.590942546147565,11.41904761904762,26.627684268465835,29.602330003935464,20.347595329368616,21.503364560561632,221.33036574074075,104.21724422762345,67.0608671953394,26.0,52.0,56.0,1651.0,6284.0,98.51810966810967,6783.0,6931.0,441.0,2251.0,708.0,65.79892007219345,31.682098183474263,2.6316921757537175,1.6685828044294024,0.0
78.0,89.0,7.756944444444445,3.611111111111111,218.0,7.386864559379061,7.3633411865901905,6.852380952380953,14.98125154406109,17.164249270736605,11.808136649208842,12.055108188082961,113.08499537037036,58.051380342975534,37.35308717041899,22.0,40.0,30.0,442.0,1257.0,46.577380952380956,1660.0,1542.0,148.0,600.0,234.0,38.04567872925827,18.99001362807398,2.3582944711822615,2.534609404584483,0.0
106.0,118.0,8.118055555555554,4.513888888888889,284.0,9.84915520981396,10.091308017391087,9.3,20.89302292317038,23.305647783975235,16.171004424340317,16.694397241986813,156.64236111111111,78.24338662933475,49.014811519024335,24.0,48.0,39.0,1044.0,4012.0,67.97435064935064,4202.0,4196.0,256.0,1518.0,448.0,51.1400181906291,25.643405539868688,2.3929451328216427,1.741227294303386,0.0
156.0,186.0,9.472222222222221,6.277777777777777,406.0,13.935560745775545,14.618728370246455,13.433333333333334,31.04726957850798,33.06219285813146,22.89128519503624,24.33800402892686,256.609375,112.95815371564991,69.58922293245895,24.0,34.0,57.0,2468.0,11400.0,111.12853812853812,10580.0,11314.0,484.0,3625.0,906.0,73.75066164968318,37.25513366666708,2.5722822037221986,1.3016988528273168,0.0
144.0,169.0,10.11111111111111,6.194444444444444,372.0,13.37991785310972,13.829873988246623,12.833333333333334,28.994111393839336,31.13441049187208,21.586461432404327,22.653830914334026,235.984375,104.5266533987085,64.05916458483287,22.0,34.0,52.0,2292.0,10602.0,103.93502053502056,9460.0,9724.0,468.0,3450.0,852.0,69.56863073146552,35.44641536436997,2.5714255252097504,1.4958112463997317,0.0
84.0,91.0,7.194444444444445,4.611111111111111,200.0,9.168233757796585,9.14065759284278,8.866666666666667,18.456036067639175,19.595687229595413,13.613368327506883,13.824824722731226,146.140625,60.85430491464467,35.20225231898308,14.0,18.0,27.0,846.0,3271.0,55.90696248196248,3215.0,3033.0,175.0,1116.0,336.0,44.214527095801614,23.16189731751198,2.2938618627240768,2.224596813297317,0.0
122.0,150.0,5.8888888888888875,4.916666666666666,314.0,10.813193047939452,11.47075342716193,10.633333333333335,24.64316884852338,25.36876905747553,17.435028842544405,18.88437396077614,220.34375,87.33673100701412,52.874446290340096,14.0,14.0,44.0,945.0,2902.0,80.93373015873016,4097.0,4402.0,265.0,1879.0,539.0,56.61893081189774,29.32779589320485,2.56253045467643,1.5750011683710927,1.0
120.0,143.0,5.277777777777777,4.777777777777778,302.0,10.809663088089316,11.49955630785495,10.633333333333336,24.62357616914369,25.40214925229514,17.625298871325345,18.925107385287628,208.9375,86.02687271218291,51.46023272796698,14.0,16.0,42.0,956.0,2965.0,80.34206349206349,4216.0,4635.0,284.0,1763.0,538.0,56.255893886766366,29.677280704964023,2.459664438990608,1.5334577252827453,1.0
142.0,167.0,7.1388888888888875,6.027777777777779,354.0,13.241514740667453,13.91854736354445,13.000000000000004,29.505772902065562,30.52467160255393,21.16083277725808,22.533354443388248,248.9375,101.90802164082089,60.58265022283945,18.0,20.0,49.0,2000.0,8675.0,101.2773976023976,8622.0,9260.0,468.0,3418.0,840.0,67.89555861844626,35.88223739790999,2.485136364908787,1.2979511955651175,1.0
90.0,106.0,6.145833333333333,4.166666666666666,236.0,8.68750582226129,8.885843773635598,8.404761904761905,18.438944055103,19.615211165059947,13.530589328389475,14.137596317388457,154.398,65.33164145837898,39.61549269537534,16.0,24.0,32.0,568.0,1590.0,57.56785714285714,2276.0,2263.0,220.0,871.0,330.0,43.93690621254185,22.980674312737836,2.468258644228422,2.09990216425365,1.0
94.0,112.0,4.034722222222222,4.083333333333333,238.0,8.917450212231627,9.361279908946013,8.838095238095239,19.784288308838786,20.224529190361963,14.018916510093666,14.90696972251699,171.648,67.3076025088094,39.45049252974103,10.0,14.0,32.0,549.0,1485.0,59.015476190476186,2364.0,2538.0,228.0,954.0,362.0,45.23639583132055,24.741114845565694,2.478171930204876,1.766159809475295,1.0
42.0,44.0,3.111111111111111,2.5,92.0,4.931851652578137,4.918991055689499,4.866666666666666,9.882196732921877,10.122522350258794,7.071067811865477,7.143780964033363,80.0,30.023284552368903,16.19348530673794,4.0,4.0,12.0,133.0,323.0,21.642857142857142,512.0,488.0,44.0,196.0,84.0,23.038420907695816,12.932143397034864,2.1543413091228816,2.0172372216570547,1.0
88.0,107.0,6.506944444444444,3.875,240.0,8.108226125916316,8.30277355168092,7.757142857142858,17.331699633029434,18.74023522890088,12.87126279012546,13.526637098057638,147.59699999999998,64.1420530647732,40.05219360105146,18.0,26.0,33.0,458.0,1172.0,54.40357142857143,1834.0,1822.0,190.0,756.0,294.0,41.89264495235205,21.134138714064793,2.5105329389856643,2.203678968188423,1.0
56.0,58.0,4.472222222222222,3.0833333333333335,128.0,6.287693700234704,6.2888543819998315,6.1,12.651234396021962,13.391883981397134,9.411167754907478,9.462347707644863,94.75,40.54575029541605,22.843766846610826,8.0,12.0,17.0,304.0,953.0,31.36388888888889,1179.0,1135.0,81.0,394.0,150.0,30.080201928686538,16.19422103776282,2.1601951141286313,1.9193098266227604,1.0
112.0,139.0,7.590277777777777,4.319444444444445,314.0,9.469380905582563,9.899443027027017,9.004761904761905,21.101548108645186,23.02111371013835,15.758457636208663,16.857045612391378,181.7058703703704,81.7899697403036,52.40405965482563,22.0,36.0,44.0,760.0,2359.0,69.39722222222223,3149.0,3227.0,219.0,1145.0,398.0,51.094777028395704,25.430043609369,2.6266526556448775,1.7467622755549348,1.0
56.0,63.0,5.444444444444445,2.805555555555556,144.0,5.647065707741407,5.629914827617142,5.333333333333333,11.439864738501736,12.627865417715865,8.732570544422346,8.911753901998686,88.90625,41.064365834309626,25.251407699364425,12.0,18.0,20.0,198.0,473.0,30.042857142857144,740.0,682.0,68.0,300.0,126.0,28.257439279004927,14.82436706452445,2.302478757188796,2.394563056167117,0.0
126.0,150.0,8.499999999999998,5.3888888888888875,328.0,11.528407103102724,11.95693232769798,11.100000000000001,25.200836854103237,26.874112124932605,18.51074513747437,19.617070718331384,211.078125,91.30674447708938,56.27551443347421,22.0,28.0,46.0,1419.0,5599.0,85.72163114663114,5916.0,6139.0,328.0,2061.0,590.0,59.85391242525209,30.886685106623393,2.438280402180094,1.5302713880797636,0.0
158.0,195.0,10.53472222222222,5.902777777777776,440.0,13.220051237716595,13.893618027611344,12.552380952380956,29.72125065890794,32.48887091787553,22.3190857586672,23.869054479972323,253.34599074074077,115.33713693024855,73.77564383745826,26.0,50.0,62.0,2026.0,8143.0,110.76181873681874,8613.0,9119.0,515.0,2749.0,843.0,72.19271856744851,35.3944988468597,2.6328011888985428,1.4262597721134915,0.0
102.0,123.0,6.027777777777778,4.222222222222222,264.0,9.202708600407233,9.643514081008565,8.933333333333334,20.493022923170383,21.555647783975243,14.865821431800454,15.873843884120895,175.703125,73.53749671159362,44.923601670721425,14.0,18.0,37.0,670.0,2023.0,63.40714285714286,2828.0,2966.0,192.0,909.0,340.0,48.09057724398818,24.760038933110028,2.479079806028204,1.686142064122493,1.0
130.0,156.0,9.201388888888888,5.124999999999998,358.0,11.309367635193636,11.760624865755892,10.719047619047622,24.855225255123504,27.33417037949628,18.83592251107281,19.895961375074876,204.40849074074075,95.20429652160301,60.4619353384735,24.0,46.0,50.0,1461.0,5967.0,84.86697746697747,6097.0,6337.0,347.0,1995.0,604.0,60.782233711426244,29.969213535894777,2.629760725470068,1.4967587308262522,0.0
94.0,106.0,9.277777777777777,4.611111111111111,244.0,9.362279762904677,9.340838599544785,8.8,18.997532744081596,21.133208485172936,14.636713964098501,14.922367527083297,145.8125,69.07600986472751,42.794611466229476,20.0,32.0,34.0,880.0,3124.0,62.98823953823953,3332.0,3130.0,240.0,1132.0,374.0,47.15304594563914,24.212498445092226,2.336045738284078,2.4868043108728073,0.0
94.0,111.0,7.819444444444445,3.430555555555556,282.0,7.716162047958508,7.9528097724096245,7.071428571428572,16.687300568154434,19.58919028312105,13.427805631411442,14.007085288214688,129.65610185185184,70.41983374430717,47.039001472833874,26.0,60.0,39.0,460.0,1189.0,54.71190476190476,1826.0,1792.0,154.0,838.0,292.0,42.501457308184214,19.655123841379293,2.4935350489607973,2.1765654202809763,0.0
80.0,88.0,7.395833333333332,3.875,214.0,7.953525587537065,7.941271796662381,7.485714285714287,16.08618759202342,18.064808748357937,12.495822568030805,12.678415145897022,121.31474074074073,59.22598665584014,36.84109105012348,20.0,38.0,29.0,566.0,1840.0,49.40559163059163,2151.0,2027.0,173.0,722.0,266.0,40.09230029994576,20.141727737394106,2.3586662412518105,2.3819206018191372,0.0
192.0,247.0,15.541666666666664,6.861111111111108,570.0,15.183204860059114,15.827545309576063,14.061904761904767,33.92815421935141,38.43130314384038,26.1927287150695,28.04057810344542,298.05923611111115,141.39705463768962,94.15579447139267,38.0,76.0,81.0,2546.0,8926.0,155.35689033189033,10468.0,10688.0,674.0,5312.0,1224.0,84.57125831459891,40.19157913918216,2.681237922913563,1.8337890686479985,0.0
124.0,151.0,8.791666666666664,4.541666666666667,360.0,10.232017366004007,10.686236131382673,9.59047619047619,22.7026610847762,25.54549524490146,17.518867824335484,18.564653136672053,187.87535648148148,91.56960326639754,59.773542952789825,28.0,58.0,50.0,952.0,2958.0,80.56825396825397,3945.0,4057.0,305.0,1519.0,508.0,55.98446562558465,27.13503311841688,2.564023996144944,1.803323494137071,0.0
76.0,84.0,7.145833333333332,3.6249999999999996,206.0,7.453525587537065,7.441271796662381,6.985714285714287,15.086187592023421,17.064808748357937,11.788715786844257,11.971308364710476,113.31474074074073,56.397559531093954,35.42687748775039,20.0,38.0,28.0,468.0,1426.0,45.51626984126984,1776.0,1670.0,148.0,612.0,234.0,37.812237460084546,19.01205413629728,2.3307374622175856,2.3913762142650117,0.0
68.0,75.0,6.645833333333333,3.041666666666667,190.0,6.41552078507628,6.416707931972796,5.919047619047619,13.029608057112524,15.138228388797712,10.48389202421234,10.619361426279367,92.68974074074075,50.88979081355236,32.77659594787751,20.0,40.0,26.0,315.0,862.0,37.69761904761905,1190.0,1112.0,106.0,435.0,176.0,33.24277320243812,16.366751631444995,2.3151386014347968,2.371755938094032,0.0
134.0,164.0,6.118055555555555,5.611111111111111,344.0,12.331370464613116,12.997814946500437,12.176190476190477,27.66336585513375,28.361118231983887,19.621501331170045,21.000488671571865,246.061625,95.8473082974462,56.938165919823746,14.0,16.0,47.0,1225.0,3580.0,99.74880952380951,5283.0,5679.0,493.0,1882.0,705.0,63.491489076241784,33.831740280045565,2.579150107664197,1.7362323444345718,0.0
146.0,185.0,9.263888888888888,5.277777777777777,422.0,11.808532855829327,12.458047454509254,11.209523809523812,26.80363968456209,29.373120550241516,20.036797832288546,21.62015082244565,235.72424074074075,106.81918972113104,69.42772140579486,30.0,52.0,59.0,1305.0,4338.0,100.33661616161616,5540.0,5839.0,358.0,2544.0,698.0,64.8361728570305,32.0262645603302,2.6388775550750796,1.6398234764341506,0.0
154.0,198.0,10.215277777777777,5.4375,460.0,12.170504622625403,12.811600845102525,11.45952380952381,27.566652829030886,30.663159995861687,20.84852900510211,22.486176226230086,245.6669490740741,113.22309358865739,74.76814465083655,34.0,64.0,64.0,1425.0,4757.0,107.40963203463204,6015.0,6302.0,397.0,2759.0,753.0,67.59837942270579,33.00688726441582,2.6706168875065512,1.6765695570219434,0.0
166.0,195.0,10.062499999999998,6.6944444444444455,440.0,14.846686456189992,15.532579814053468,14.28571428571429,32.855108014902896,35.32627602595509,24.404406212979293,25.837278481951085,269.87261111111115,120.83158681910946,74.83191032855683,30.0,50.0,61.0,2846.0,13004.0,124.54291819291821,12020.0,12644.0,642.0,4804.0,1092.0,77.88731357449011,39.56240857783826,2.508416421397255,1.3609824595114768,1.0
182.0,215.0,9.22222222222222,7.416666666666668,460.0,16.580520035918415,17.499334461782425,16.200000000000006,37.23440235939219,38.83527468601158,26.95558639719304,28.741214468524706,310.46875,130.95529843378077,78.77613552957737,24.0,30.0,64.0,3961.0,20947.0,138.85523169640817,17404.0,19093.0,750.0,5913.0,1335.0,86.11474280575402,44.97947629497604,2.481065606083699,1.083332545717054,1.0
146.0,171.0,7.3888888888888875,6.277777777777779,362.0,13.741514740667453,14.41854736354445,13.500000000000004,30.505772902065562,31.52467160255393,21.867939558444625,23.240461224574794,256.9375,104.73644876556708,61.99686378521254,18.0,20.0,50.0,2163.0,9374.0,107.51983294483294,9296.0,9957.0,504.0,3330.0,862.0,70.15678336499494,37.07999277129657,2.4587334181649294,1.3295199784710223,1.0
138.0,161.0,8.729166666666666,6.027777777777779,358.0,13.00967436510664,13.452809772409626,12.571428571428575,28.127165306656163,29.96705570083691,20.779996625217418,21.785259881266704,228.538625,100.17580723989374,60.866900394739744,24.0,36.0,49.0,2162.0,10289.0,98.19860001110001,9073.0,9503.0,431.0,3194.0,794.0,66.61457802950842,34.6971799794126,2.4620798654954617,1.3924013178138726,1.0
126.0,151.0,6.1388888888888875,4.972222222222222,322.0,11.220346690612276,11.907804598318814,10.966666666666669,25.48960157292813,26.55684979067439,18.401355337733186,19.74160396621535,215.703125,90.60336393472438,54.874446290340074,16.0,20.0,45.0,1078.0,3403.0,85.14603174603175,4727.0,5168.0,323.0,1739.0,573.0,60.130343867420564,30.623276027922405,2.4801421862969186,1.5477307612864624,1.0
136.0,172.0,8.152777777777779,4.75,394.0,10.859844450845582,11.525235299355806,10.309523809523812,24.88103474586676,27.29183965230204,18.66302438443533,20.158814084273363,216.33361574074075,99.56335690579414,64.77743986592196,28.0,50.0,55.0,1052.0,3379.0,88.55761183261183,4524.0,4833.0,288.0,2117.0,594.0,60.04233400985767,29.528118959638004,2.618252200712491,1.603046386308794,1.0
82.0,100.0,5.645833333333333,3.7083333333333335,220.0,7.714379275798964,7.908346360681003,7.457142857142857,16.506082435018453,17.544293238202314,12.054766209197734,12.684550540761215,144.22199999999998,59.42552710316922,36.40848477079807,14.0,20.0,30.0,385.0,938.0,49.676190476190484,1552.0,1553.0,170.0,637.0,260.0,39.39926297589432,20.408258605896332,2.4963227585929,2.193559722576164,1.0
76.0,83.0,6.694444444444444,4.111111111111111,184.0,8.168233757796585,8.14065759284278,7.866666666666668,16.456036067639175,17.59568722959541,12.199154765133787,12.410611160358135,130.140625,55.197450665152296,32.37382519423689,14.0,18.0,25.0,618.0,2197.0,47.59054834054834,2373.0,2263.0,159.0,774.0,266.0,39.65443914226384,21.12380470442878,2.261315587878945,2.1373193277274694,1.0
108.0,126.0,5.395833333333333,4.708333333333333,274.0,10.288641693029941,10.741886000481982,10.104761904761906,22.580866958596534,23.475731197061112,16.2991554762512,17.188859818555194,190.01837037037035,77.77522600581943,45.996418802072014,14.0,22.0,37.0,903.0,2888.0,71.62896825396825,3858.0,4114.0,308.0,1264.0,466.0,52.358378320412676,28.171031292960517,2.4406972838523067,1.6495640203262263,1.0
104.0,122.0,5.666666666666666,4.444444444444444,260.0,9.75402019542349,10.210701925855117,9.533333333333335,21.570417984475046,22.47436688603576,15.613368327506883,16.533827489508248,180.3125,74.76694527049531,44.51596081796784,12.0,16.0,36.0,789.0,2482.0,67.20634920634922,3324.0,3474.0,240.0,1448.0,438.0,49.97937693090418,26.150381023264224,2.4748505853413816,1.663426326378973,1.0
88.0,99.0,6.0555555555555545,4.055555555555555,218.0,8.664703797946448,8.894205344927391,8.366666666666667,18.436443388259484,19.629067424415016,13.68231801272818,14.193727546466246,144.90625,63.78708730693276,38.03067944372927,14.0,20.0,30.0,687.0,2409.0,53.82380952380953,2797.0,2820.0,177.0,887.0,309.0,43.74658572629679,22.8093107787979,2.3900329602888846,1.6856592041889447,1.0
420.0,510.0,30.590277777777768,16.097222222222207,1156.0,35.68259554434324,37.24739034232995,33.65238095238092,79.20249636975697,87.31333968559487,60.094374087985685,63.88812473990429,648.6741157407406,307.4182724473813,197.32009999478714,84.0,136.0,164.0,32285.0,263478.0,452.4568887773214,137486.0,146197.0,4260.0,54260.0,6752.0,192.09948809626434,94.77682219102716,2.573150232773421,0.9675134915940783,1.0
148.0,169.0,12.72222222222222,6.722222222222222,386.0,14.11629995832817,14.326795654008315,13.333333333333337,29.56795072855663,32.60757537120869,22.593228042112994,23.34985102431597,227.953125,108.48761607589552,67.51158241097399,32.0,48.0,54.0,2600.0,11488.0,116.00011100011099,10210.0,9961.0,602.0,3530.0,916.0,72.33791442599299,36.23309420416996,2.475157661414359,2.0256749510103105,0.0
126.0,152.0,6.138888888888889,5.0,322.0,11.237183443017884,11.92162569778276,11.000000000000002,25.530009778701586,26.51560833835508,18.360915223213308,19.71601398984666,219.09375,90.46332919566188,54.64495102245978,14.0,18.0,45.0,1134.0,3851.0,84.50717893217893,4986.0,5466.0,324.0,2194.0,622.0,58.787295893600856,31.06627451731378,2.4919796033797836,1.4594839885361386,1.0
104.0,121.0,8.027777777777777,4.916666666666667,266.0,10.083248657969117,10.270572420459922,9.700000000000001,21.297824594787592,22.759451032173516,15.653808442026765,16.372617594050983,176.921875,75.46127501997202,45.96837864410894,20.0,24.0,37.0,946.0,3232.0,70.18138528138527,3774.0,3742.0,262.0,1466.0,450.0,50.96762753023606,26.599235981764803,2.3947971390224567,1.9385813230107924,1.0
140.0,167.0,9.861111111111109,6.166666666666666,364.0,12.97709550808647,13.389744482851428,12.500000000000004,28.123441792798566,29.95539302287208,20.591625366514126,21.78551423769022,238.46875,101.39100441717247,62.34000953572017,24.0,30.0,51.0,1952.0,8230.0,101.8439837939838,8071.0,8309.0,443.0,3180.0,792.0,66.84003433572028,34.28590660900931,2.4551642286363626,1.551354311964529,0.0
32.0,34.0,4.8125,2.125,92.0,3.681980515339464,3.4040092744604245,3.3999999999999995,6.456854249492381,7.613961030678926,5.108666090903724,4.956137219593539,50.37037037037037,24.24771742311577,15.48683298050514,12.0,24.0,12.0,64.0,118.0,15.25,200.0,151.0,36.0,64.0,42.0,17.4221291492934,9.291502622129181,2.188901059316734,3.5832125652604643,0.0
174.0,217.0,10.666666666666664,6.250000000000001,476.0,14.256927950821465,15.159969822565772,13.600000000000001,32.779320386076854,35.37159393488996,24.322077784292286,26.29916659000585,280.3125,126.35377684785219,80.66029074432443,28.0,42.0,68.0,2266.0,8655.0,126.14391441891442,9892.0,10746.0,608.0,4001.0,1053.0,79.52185613877637,38.66582808027232,2.5932855155850016,1.376511282325579,1.0
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,1.0
56.0,64.0,3.0833333333333335,2.444444444444444,138.0,5.360173345306138,5.591529863463611,5.233333333333334,11.744800786464067,12.2784248953372,8.55423105945987,8.999610502309364,94.765625,40.35193449905636,23.90168923923731,8.0,10.0,19.0,144.0,305.0,27.63333333333333,608.0,638.0,44.0,308.0,118.0,27.268191703185074,14.42692050443618,2.3332438278843957,1.9323192636083937,0.0
88.0,102.0,6.506944444444444,3.666666666666666,240.0,7.9980371312797836,8.228064901018035,7.571428571428573,17.149904621696624,18.995092828199454,13.141319792398708,13.678915888991154,135.13874074074073,64.72888527426875,40.75650062041866,20.0,36.0,33.0,516.0,1535.0,52.290079365079364,2094.0,2114.0,174.0,828.0,294.0,41.838790481236046,21.0193140690803,2.419870349137736,1.9275899862556671,0.0
166.0,208.0,11.486111111111109,6.0694444444444455,478.0,13.58509520714092,14.244840558864906,12.795238095238098,30.46543292558861,33.76750624522079,23.13178479943962,24.741971909099416,259.67324074074077,121.8089213200648,79.34313097609005,36.0,62.0,67.0,2045.0,7847.0,122.34624542124543,8550.0,8871.0,510.0,3690.0,930.0,74.3922551184855,36.38495647099532,2.655308143624101,1.5988109085900208,0.0
138.0,168.0,7.861111111111109,5.388888888888889,362.0,12.058550648063802,12.738122278710486,11.66666666666667,27.26206058627046,28.825009415113577,19.913028156028993,21.349007151702114,232.625,99.61631164074485,61.47337814720598,18.0,26.0,51.0,1424.0,5103.0,95.70569985569986,6208.0,6752.0,404.0,2668.0,728.0,63.79461502082377,32.60398022611028,2.4829293768496083,1.4601203634568616,0.0
106.0,123.0,7.145833333333333,5.250000000000001,268.0,10.725510624722073,10.91040763832518,10.471428571428572,22.49552359001389,23.54179152462017,16.249626653394486,16.903756818192658,191.023,76.49626442541293,45.0942013599944,16.0,22.0,36.0,1099.0,3946.0,74.21277056277057,4406.0,4387.0,336.0,1441.0,494.0,53.0643770240997,28.722358388942208,2.4584745036923117,1.9197870543665698,0.0
98.0,113.0,7.166666666666666,4.666666666666666,246.0,9.651397005390978,9.851581364770423,9.333333333333334,20.415627861865712,21.63692868191472,14.946701660840217,15.592797660696553,168.921875,70.89383459031885,42.50281539872884,16.0,20.0,34.0,814.0,2641.0,65.4488455988456,3276.0,3281.0,260.0,1198.0,408.0,48.46350639689459,25.598835981551293,2.3766039552382505,1.9576602934976859,0.0
314.0,390.0,18.548611111111107,11.15972222222222,884.0,25.59002995379477,27.166977533731323,24.359523809523797,58.52968464574968,63.80903776533091,43.8206944291781,47.207586384056064,495.4950740740741,229.38504838183212,147.6961349268093,64.0,104.0,124.0,14382.0,110467.0,276.04780172626215,63715.0,70459.0,1773.0,25203.0,3485.0,140.20364759030636,69.31593703711859,2.6761046623825737,0.821740696763358,0.0
320.0,399.0,19.409722222222214,11.368055555555554,904.0,26.010750257449796,27.583907311776645,24.711904761904748,59.42244022367611,64.93406182917184,44.57558145328718,48.01084072709834,504.69407407407414,233.85231423771873,150.9612629572316,66.0,106.0,127.0,14940.0,114811.0,285.1345346684669,65989.0,72760.0,1857.0,26173.0,3605.0,142.71844113633358,70.34555219246565,2.6963854161271117,0.8329247107918964,0.0
166.0,200.0,8.222222222222221,6.4444444444444455,428.0,14.597356788324023,15.513155561246373,14.233333333333338,33.274810565165645,34.79403323369227,24.08671915792698,25.887197367409826,281.859375,119.50155519573352,72.8897860122047,22.0,28.0,60.0,2853.0,14454.0,117.31491882300706,12714.0,14150.0,508.0,4322.0,1018.0,77.09938027440178,39.64792843988137,2.4913768174989035,1.061306436165033,0.0
106.0,126.0,6.277777777777777,4.3888888888888875,272.0,9.66470379794645,10.11895021631898,9.366666666666667,21.436443388259484,22.629067424415016,15.682318012728182,16.643217289249428,179.078125,76.51500936829063,46.51596081796784,14.0,20.0,38.0,744.0,2176.0,68.66904761904763,3126.0,3258.0,246.0,1403.0,438.0,50.202299966495914,26.046476914462904,2.481537642199093,1.759640521672823,1.0
126.0,150.0,8.499999999999998,5.333333333333332,328.0,11.507239053047545,11.946189562472345,11.066666666666668,25.184665524965794,26.906290313053056,18.579694822695668,19.653747365904675,209.84375,91.3157952699777,56.224164750467224,20.0,28.0,46.0,1250.0,4175.0,88.9873015873016,5134.0,5230.0,366.0,2233.0,626.0,59.76718934153986,30.92138087801736,2.499006825041378,1.7730630599252069,1.0
62.0,71.0,6.305555555555555,2.9444444444444446,164.0,6.03658126020919,6.027420352855368,5.633333333333334,12.289718813148736,13.814744144215576,9.577576696051489,9.764927130499705,94.4375,45.64990784973939,28.614271578730534,12.0,22.0,23.0,234.0,545.0,34.60000000000001,867.0,791.0,87.0,348.0,150.0,30.761329905949957,15.169973566907395,2.3582944711822638,2.5999038266221492,1.0
102.0,120.0,5.055555555555555,4.611111111111112,248.0,9.898178147766924,10.340838599544785,9.800000000000002,21.801380321374964,22.205005254897422,15.394588728024527,16.33658108945639,189.5625,72.72976090168675,42.108319965214235,8.0,8.0,34.0,759.0,2282.0,68.0484126984127,3204.0,3360.0,234.0,1230.0,409.0,49.757991365631234,26.815454606618015,2.4472615713621635,1.726953766713544,1.0
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,1.0
134.0,157.0,9.451388888888888,5.291666666666667,366.0,11.759838812336922,12.22430117924654,11.133333333333336,25.75904832695482,28.46034832235449,19.654167671934704,20.667490346884257,205.57986111111114,98.37622703798027,62.3285200180091,26.0,52.0,51.0,1335.0,4361.0,96.47539682539681,5485.0,5600.0,397.0,2112.0,653.0,62.44568113702918,30.95790679375886,2.484979764716477,1.856370557835723,1.0
250.0,306.0,14.999999999999996,10.416666666666664,654.0,22.328293358486697,23.385061774702926,21.699999999999996,49.82319017623284,52.250742439907825,35.79594406575769,38.48630123096471,439.4375,180.09336851799733,110.7936695540676,38.0,42.0,92.0,8298.0,49379.0,223.04691612137435,35671.0,38197.0,1325.0,14126.0,2410.0,116.61244584991512,60.710220334270275,2.5789577104792194,1.1063300942197272,1.0
242.0,299.0,14.499999999999996,9.944444444444441,638.0,21.345130110892306,22.398882874166876,20.73333333333333,47.8635983820063,50.20950098758851,34.34129038886472,37.04649769222292,426.828125,174.29647952944245,107.73574716144113,36.0,40.0,90.0,6905.0,37156.0,214.66370761161784,29697.0,31803.0,1209.0,12331.0,2216.0,112.06357858981235,58.21668404753683,2.5795418667577272,1.1770637643717323,1.0
