M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,dG_hyd
38.0,40.0,6.125,1.5625,134.0,3.25,3.036834963593021,2.65,5.8,8.5,5.808524858402425,5.513605419233339,33.185185185185176,30.39548800319835,22.242640687119284,18.0,54.0,18.0,58.0,97.0,16.0,176.0,127.0,36.0,58.0,42.0,18.053158422038713,7.211102550927979,2.302775637731995,4.020391543176799,-0.64
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666667,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.47902253715965,10.424292428609817,2.1357792050698574,2.1250162554146717,-2.73
40.0,44.0,3.4722222222222223,2.1944444444444446,96.0,4.3425352551010965,4.3272393461533625,4.199999999999999,8.748222136706316,9.277222888638047,6.432910715900227,6.5460639825879925,70.765625,28.942921525417994,16.77927174436485,6.0,8.0,13.0,86.0,167.0,19.28333333333333,325.0,303.0,33.0,142.0,66.0,20.982204647916753,11.203557775951705,2.2215832939527687,2.29725588417896,-5.66
20.0,16.0,4.0625,1.0,68.0,2.0,1.7888543819998317,1.6,3.2,5.0,3.4641016151377544,3.0983866769659336,9.48148148148148,16.492422502470642,12.0,12.0,36.0,9.0,16.0,22.0,7.0,44.0,28.0,12.0,16.0,12.0,10.524391382167263,4.0,2.0,3.0237157840738176,1.09
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.2700556100296625,2.0245638646895836,2.0666666666666664,3.654655746264212,4.390681974697982,3.047206724228547,2.766160500804204,22.75,12.166174573300538,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225741,2.5395388613593903,0.68
46.0,50.0,4.333333333333334,2.2777777777777777,116.0,4.698377302757664,4.697102672463695,4.433333333333334,9.517259799806402,10.546584519776388,7.358797096569131,7.4504171638263985,69.515625,33.80853301897276,20.60112615949154,10.0,16.0,16.0,120.0,262.0,22.599999999999998,452.0,420.0,40.0,192.0,84.0,23.46482436187436,11.936237570137333,2.2360679774997894,2.2599025962240935,-0.68
26.0,27.0,2.111111111111111,1.4166666666666665,60.0,2.893846850117352,2.8944271909999157,2.8,5.825617198010981,6.195941990698567,4.352030486860464,4.377620463229157,43.375,18.85866158533493,10.714776642118865,4.0,6.0,8.0,26.0,39.0,10.166666666666666,100.0,95.0,8.0,33.0,19.0,13.991826457480949,7.465883060453303,2.114907541476756,2.184105569636068,-8.41
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560583,4.47213595499958,1.6180339887498947,1.9747448713915894,-9.3
36.0,39.0,3.2222222222222223,1.861111111111111,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.691642601795419,8.350642529077819,5.835193734454857,5.901223825343432,58.140625,26.26357993262259,15.543203766865055,6.0,10.0,12.0,60.0,106.0,16.166666666666668,228.0,214.0,20.0,106.0,50.0,18.692556642802074,9.953959938490613,2.1935270853310533,2.2794002709583667,-1.36
42.0,45.0,4.083333333333334,2.0,108.0,4.181540550352056,4.183281572999747,3.9,8.476851594032942,9.587825972095702,6.692130429902464,6.768900359008543,58.125,31.12014063328907,19.41640786499874,12.0,18.0,15.0,84.0,159.0,19.5,315.0,291.0,27.0,144.0,66.0,21.176081168695813,10.12899020449196,2.2360679774997894,2.340851616437875,-15.83
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,-2.48
82.0,97.0,3.805555555555556,3.222222222222222,208.0,7.3264998404949235,7.788632535927308,7.166666666666668,16.663984374917153,17.360907799975827,12.049324850872729,12.914493760203023,138.15625,59.01678028803159,35.67438827398266,12.0,14.0,29.0,342.0,883.0,45.09642857142857,1505.0,1649.0,85.0,782.0,248.0,38.347037813512735,20.08339725047316,2.427188992688632,1.6731075582315569,-3.1
28.0,26.0,4.111111111111111,2.0833333333333335,62.0,3.770055610029662,3.5245638646895836,3.5666666666666664,6.654655746264211,7.390681974697982,5.16852706778819,4.887480844363847,46.75,20.651455947539105,11.478708664619074,6.0,10.0,8.0,79.0,185.0,14.1,260.0,211.0,26.0,79.0,42.0,16.957097116180837,8.762572535069648,1.9498558243636481,2.7158427612932585,-6.21
46.0,46.0,5.722222222222222,3.0833333333333335,106.0,5.701907262607799,5.443554920379084,5.433333333333334,10.536852479186088,11.513204324956776,7.996954192534382,7.788621121277924,78.75,33.70417775143086,19.186912597118447,10.0,14.0,14.0,244.0,716.0,26.84206349206349,844.0,723.0,72.0,244.0,110.0,26.298117870077554,13.78255120104084,2.085081191832085,3.267368163754322,-5.71
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.5999999999999996,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.40361467168509,15.772699034745349,8.0,12.0,12.0,61.0,110.0,16.083333333333332,232.0,218.0,16.0,108.0,50.0,18.68272477800247,9.431147620289327,2.175327747161074,2.2306376583301173,-4.86
24.0,24.0,1.5,1.5,48.0,3.0,3.0,3.0,6.0,6.0,4.242640687119286,4.242640687119286,48.0,16.970562748477143,8.485281374238571,0.0,0.0,6.0,27.0,42.0,10.0,108.0,108.0,0.0,54.0,24.0,13.696713921428238,8.0,2.0,2.0,0.14
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,-7.58
94.0,112.0,7.888888888888889,3.9166666666666674,254.0,8.413591357920934,8.632771315782927,7.8999999999999995,18.07492780538626,20.051927587233457,13.84872695387219,14.496306969321093,144.59375,68.89124486125611,43.80118417584898,18.0,30.0,36.0,577.0,1673.0,57.85753968253968,2304.0,2283.0,190.0,972.0,330.0,44.34268083528903,22.63360136028784,2.4371033109316205,2.0379125874399033,-3.04
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825292,9.924777216368064,2.170086486626034,2.1923771580194713,-6.5
20.0,19.0,3.611111111111111,1.6666666666666667,46.0,2.808060412490447,2.5491277293791677,2.6333333333333333,4.7112352811751075,5.317262334258209,3.644923705673916,3.4110006580487657,35.375,14.845516166095939,8.47213595499958,6.0,8.0,6.0,31.0,54.0,9.083333333333332,94.0,69.0,16.0,31.0,20.0,12.407305943380177,6.898979485566356,1.9318516525781362,2.7541847860376616,-4.0
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-3.18
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666667,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.47902253715965,10.424292428609817,2.1357792050698574,2.1250162554146717,-0.79
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.270055610029662,2.0245638646895836,2.0666666666666664,3.6546557462642113,4.390681974697982,3.0472067242285474,2.766160500804204,22.75,12.16617457330054,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225735,2.5395388613593908,-0.44
24.0,24.0,3.861111111111111,2.0,54.0,3.3460652149512318,3.0736915940687513,3.1999999999999997,5.767814816086004,6.243842693818436,4.242640687119286,4.055840815293328,48.0,17.524857758891336,9.70820393249937,6.0,6.0,7.0,48.0,90.0,11.75,150.0,114.0,24.0,48.0,30.0,14.696713921428232,7.999999999999998,1.9999999999999993,2.9923028831940863,-3.22
106.0,130.0,7.25,4.027777777777779,288.0,8.986071002992366,9.435446797246705,8.533333333333331,20.168494195828362,21.938468501173524,15.113110601984225,16.15489010754524,168.609375,77.18271043913501,49.10174725559475,18.0,28.0,41.0,632.0,1797.0,65.17420634920636,2657.0,2773.0,173.0,1354.0,396.0,48.37089495777953,24.580278416023514,2.5124962048503696,1.7860292989474507,-4.15
36.0,39.0,3.2222222222222223,1.8611111111111112,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.691642601795419,8.350642529077819,5.835193734454857,5.901223825343431,58.140625,26.26357993262259,15.543203766865057,6.0,10.0,12.0,60.0,106.0,16.166666666666664,228.0,214.0,20.0,106.0,50.0,18.69255664280207,9.953959938490609,2.193527085331054,2.2794002709583667,-5.22
42.0,45.0,4.083333333333334,2.0,108.0,4.1815405503520555,4.183281572999747,3.9,8.476851594032942,9.587825972095702,6.692130429902464,6.768900359008543,58.125,31.12014063328907,19.41640786499874,12.0,18.0,15.0,84.0,159.0,19.5,315.0,291.0,27.0,144.0,66.0,21.176081168695806,10.128990204491958,2.236067977499789,2.3408516164378748,-18.06
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666663,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.36643030287652,13.36505818199175,4.0,4.0,10.0,64.0,122.0,15.783333333333335,246.0,234.0,22.0,109.0,50.0,18.479022537159643,10.424292428609817,2.135779205069857,2.1250162554146717,-4.02
30.0,31.0,2.361111111111111,1.6666666666666667,68.0,3.393846850117352,3.3944271909999157,3.3,6.82561719801098,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.687088710081117,12.12899020449196,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.189602380978524,8.720566232730448,2.1010029896154587,2.122917949959366,-4.39
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-0.57
46.0,50.0,4.333333333333334,2.2777777777777777,116.0,4.698377302757664,4.697102672463695,4.433333333333334,9.517259799806402,10.546584519776388,7.358797096569131,7.4504171638263985,69.515625,33.80853301897276,20.60112615949154,10.0,16.0,16.0,120.0,262.0,22.599999999999998,452.0,420.0,40.0,192.0,84.0,23.46482436187436,11.936237570137333,2.2360679774997894,2.2599025962240935,-4.7
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-2.75
36.0,39.0,3.2222222222222223,1.8611111111111112,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.691642601795419,8.350642529077819,5.835193734454857,5.901223825343431,58.140625,26.26357993262259,15.543203766865057,6.0,10.0,12.0,60.0,106.0,16.166666666666664,228.0,214.0,20.0,106.0,50.0,18.69255664280207,9.953959938490609,2.193527085331054,2.2794002709583667,-1.14
36.0,39.0,3.2222222222222223,1.861111111111111,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.69164260179542,8.350642529077819,5.835193734454857,5.901223825343432,58.140625,26.263579932622598,15.543203766865057,6.0,10.0,12.0,62.0,114.0,16.0,234.0,217.0,26.0,73.0,43.0,18.774247215159505,9.674988452085682,2.2105086495394843,2.242040082092553,-9.8
32.0,34.0,4.8125,2.125,92.0,3.681980515339464,3.4040092744604245,3.3999999999999995,6.456854249492381,7.613961030678926,5.108666090903724,4.956137219593539,50.37037037037037,24.24771742311577,15.48683298050514,12.0,24.0,12.0,64.0,118.0,15.25,200.0,151.0,36.0,64.0,42.0,17.4221291492934,9.291502622129181,2.188901059316734,3.5832125652604643,-4.42
42.0,44.0,3.111111111111111,2.5,92.0,4.931851652578137,4.918991055689499,4.866666666666666,9.882196732921877,10.122522350258794,7.071067811865477,7.143780964033363,80.0,30.023284552368903,16.19348530673794,4.0,4.0,12.0,133.0,323.0,21.642857142857142,512.0,488.0,44.0,196.0,84.0,23.038420907695816,12.932143397034864,2.1543413091228816,2.0172372216570547,-0.4
40.0,43.0,3.4722222222222223,2.1111111111111107,96.0,4.304530452640311,4.302675481463779,4.133333333333333,8.691642601795419,9.350642529077819,6.542300515641405,6.60833060652998,66.140625,29.09200705736879,16.95741732923815,6.0,10.0,13.0,88.0,176.0,19.15,335.0,315.0,35.0,142.0,66.0,20.971923394025087,11.18995723015805,2.1939932777126576,2.2283621149350434,-3.45
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.2700556100296625,2.0245638646895836,2.0666666666666664,3.654655746264212,4.390681974697982,3.047206724228547,2.766160500804204,22.75,12.166174573300538,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225741,2.5395388613593903,-2.01
124.0,156.0,9.833333333333332,4.666666666666666,348.0,10.25179531537246,10.68783386756619,9.6,22.84738681872859,25.32008721167265,17.360399772167998,18.553199897591025,195.6875,90.63211462863444,58.88539740695345,20.0,36.0,50.0,915.0,2734.0,82.09603174603177,3760.0,3832.0,240.0,1904.0,528.0,55.90161395626194,28.281423819838192,2.552800759425565,1.8777158245505352,-4.53
118.0,147.0,11.333333333333332,4.777777777777778,334.0,10.106836025229594,10.30722777603022,9.333333333333332,21.660254037844382,24.54700538379252,16.831632475943923,17.685523363925913,181.828125,86.77710553423452,56.769552621700484,20.0,40.0,48.0,907.0,2642.0,81.08968253968254,3542.0,3427.0,320.0,1483.0,494.0,54.3878530237584,27.310214092168206,2.5322965212737105,2.347815279924796,-2.98
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.270055610029662,2.0245638646895836,2.0666666666666664,3.6546557462642113,4.390681974697982,3.0472067242285474,2.766160500804204,22.75,12.16617457330054,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225735,2.5395388613593908,-1.99
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666667,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.47902253715965,10.424292428609817,2.1357792050698574,2.1250162554146717,-4.69
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-2.64
24.0,24.0,1.5,1.5,48.0,3.0,3.0,3.0,6.0,6.0,4.242640687119286,4.242640687119286,48.0,16.970562748477143,8.485281374238571,0.0,0.0,6.0,27.0,42.0,10.0,108.0,108.0,0.0,54.0,24.0,13.696713921428238,8.0,2.0,2.0,-0.9
42.0,47.0,4.083333333333334,2.0555555555555554,108.0,4.215214055163271,4.210923771927642,3.966666666666667,8.557668005579858,9.505343067457071,6.6112502008627025,6.717720406271157,64.90625,30.84007115516406,18.957417329238147,8.0,14.0,15.0,82.0,151.0,19.666666666666664,307.0,283.0,31.0,140.0,66.0,21.195751125405668,10.891330678669732,2.263820977852395,2.4133248481963467,-1.24
82.0,89.0,7.034722222222221,4.291666666666666,210.0,8.593465455661859,8.56272698277059,8.233333333333334,17.279050097261116,18.811105028076646,12.996230483696928,13.201517764917167,133.74537037037038,60.17224623158144,36.152454242242655,18.0,32.0,28.0,708.0,2530.0,52.16515151515152,2720.0,2596.0,184.0,876.0,300.0,42.157839637666484,21.75854593346189,2.264944223166532,2.2145502078203254,-6.5
96.0,112.0,7.006944444444443,4.375,256.0,9.093465455661857,9.28747185416218,8.733333333333333,19.279050097261113,20.811105028076643,14.28912370251038,14.943900726513798,159.91724537037038,70.0717411681931,43.22352205410813,18.0,32.0,35.0,728.0,2393.0,60.59563492063492,2934.0,2930.0,208.0,1136.0,366.0,46.41761509759667,24.350090591352807,2.4079404103806796,1.8729028239551901,-10.03
94.0,114.0,5.527777777777779,3.6388888888888893,248.0,8.16470379794645,8.61895021631898,7.866666666666666,18.436443388259487,19.629067424415016,13.560997669168536,14.521896945689786,155.078125,68.02972799405204,42.27332013084856,14.0,20.0,35.0,464.0,1224.0,55.13214285714285,1989.0,2119.0,133.0,1024.0,318.0,43.364233476719356,22.362232514423972,2.4835841269016443,1.7680477261962981,-4.05
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517007,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333332,86.0,61.0,16.0,29.0,20.0,12.61055265179775,6.0,2.0,2.9934972434784735,0.4
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,1.58
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-1.59
68.0,74.0,6.194444444444445,3.5833333333333335,168.0,7.151397005390978,7.126836493378832,6.833333333333334,14.415627861865717,15.636928681914725,10.825381317280574,11.02198757435373,110.75,49.68063115472241,29.774893337370994,16.0,20.0,23.0,384.0,1077.0,41.10714285714286,1437.0,1329.0,117.0,544.0,204.0,35.0868219533265,17.86590442970104,2.307201990043687,2.429057226759248,-7.65
62.0,67.0,5.333333333333334,3.3611111111111107,148.0,6.736382105218448,6.721666537153279,6.500000000000001,13.573839334717299,14.473164879336613,10.077834421574144,10.216577664630602,106.140625,44.973155986006724,26.079834824110613,10.0,14.0,20.0,350.0,1077.0,36.01269841269842,1336.0,1264.0,100.0,470.0,176.0,32.593228329839,17.187438893189338,2.258502140532344,2.1344710891814103,-8.72
36.0,34.0,4.611111111111111,2.5833333333333335,78.0,4.7700556100296625,4.524563864689584,4.566666666666666,8.654655746264211,9.390681974697983,6.582740630161286,6.301694406736943,62.75,26.308310197031485,14.307135789365265,6.0,10.0,10.0,158.0,453.0,19.67857142857143,542.0,461.0,42.0,158.0,72.0,21.516267721024597,11.342563639235419,1.9696155060244156,2.7731888559274704,-2.26
26.0,27.0,2.111111111111111,1.4166666666666667,60.0,2.893846850117352,2.8944271909999157,2.8,5.82561719801098,6.195941990698567,4.352030486860464,4.377620463229157,43.375,18.85866158533493,10.714776642118865,4.0,6.0,8.0,26.0,39.0,10.166666666666666,100.0,95.0,8.0,33.0,19.0,13.991826457480947,7.465883060453301,2.1149075414767555,2.1841055696360683,-4.7
24.0,22.0,3.861111111111111,1.8333333333333333,54.0,3.270055610029662,3.0245638646895836,3.0666666666666664,5.654655746264211,6.390681974697982,4.461420286601642,4.180374063177299,38.75,17.823028822792917,10.06449510224598,6.0,10.0,7.0,52.0,108.0,11.483333333333333,166.0,130.0,20.0,52.0,30.0,14.677511786966832,7.7274066103125465,1.9318516525781364,2.678257743164726,-6.16
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-0.74
62.0,71.0,3.9444444444444446,2.611111111111111,158.0,5.75402019542349,5.985957054463527,5.533333333333334,12.570417984475048,13.474366886035765,9.370727640387596,9.841697059605782,98.140625,45.06846046066033,27.5453980694907,12.0,16.0,22.0,186.0,423.0,31.50952380952381,772.0,795.0,52.0,386.0,142.0,29.761329878724627,15.474933020340053,2.3580511069480363,1.9355054772905316,-2.63
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-4.4
64.0,73.0,3.5833333333333335,2.9722222222222223,154.0,6.377010097711746,6.605350962927558,6.2666666666666675,13.785208992237525,14.237183443017884,9.928004507313085,10.388234088313768,114.15625,45.86875400948624,26.50062109610321,6.0,8.0,21.0,240.0,583.0,34.892857142857146,1002.0,1042.0,92.0,426.0,170.0,31.836729395633817,17.15052147867623,2.326527074308155,1.88483105006042,-2.69
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,0.67
36.0,34.0,4.611111111111111,2.5833333333333335,78.0,4.7700556100296625,4.524563864689584,4.566666666666666,8.654655746264211,9.390681974697983,6.582740630161286,6.301694406736943,62.75,26.308310197031485,14.307135789365265,6.0,10.0,10.0,158.0,453.0,19.67857142857143,542.0,461.0,42.0,158.0,72.0,21.516267721024597,11.342563639235419,1.9696155060244156,2.7731888559274704,-1.66
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351856,3.4641016151377544,1.7320508075688772,2.3237900077244498,-2.13
40.0,43.0,3.4722222222222223,2.166666666666667,96.0,4.325698502695489,4.313418246689415,4.166666666666666,8.707813930932858,9.318464340957362,6.473350830420108,6.571653958956686,67.375,29.082956264480494,17.00876701224514,8.0,10.0,13.0,90.0,187.0,19.066666666666666,341.0,319.0,25.0,150.0,66.0,20.971923394025076,11.18995723015805,2.193993277712657,2.1804017457062086,-6.13
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-6.4
38.0,40.0,2.861111111111111,2.25,84.0,4.431851652578137,4.418991055689499,4.366666666666666,8.882196732921877,9.122522350258794,6.363961030678929,6.436674182846815,72.0,27.19485742762271,14.779271744364847,4.0,4.0,11.0,94.0,203.0,18.683333333333334,361.0,343.0,33.0,148.0,66.0,20.758832560654838,11.384646120352901,2.148961141749635,2.0778607554610553,-3.82
42.0,46.0,4.083333333333334,2.0277777777777777,108.0,4.198377302757663,4.197102672463695,3.933333333333333,8.5172597998064,9.546584519776387,6.651690315382584,6.74331038263985,61.515625,30.980105894226565,19.186912597118447,10.0,16.0,15.0,84.0,160.0,19.53333333333333,315.0,291.0,27.0,144.0,66.0,21.18569143871714,10.792280186226474,2.2458267799378633,2.34622717382778,-18.72
20.0,18.0,3.611111111111111,1.5833333333333333,46.0,2.770055610029662,2.5245638646895836,2.5666666666666664,4.654655746264211,5.390681974697982,3.7543135054150953,3.4732672819907515,30.75,14.99460169804673,8.650281539872886,6.0,10.0,6.0,32.0,58.0,9.0,98.0,73.0,14.0,32.0,20.0,12.397923494716462,6.155367074350508,1.9021130325903077,2.6272148478988635,-6.35
50.0,58.0,6.875,2.6875,158.0,4.931980515339465,4.651989856053614,4.449999999999999,9.05685424949238,11.113961030678926,7.4530893341683955,7.371355961860946,74.07407407407406,38.150782923843465,25.729473667624426,18.0,42.0,21.0,142.0,283.0,26.5,458.0,358.0,78.0,142.0,90.0,24.953002887792053,11.800282700243105,2.394170170971327,4.543877065552374,-0.8
48.0,55.0,4.944444444444445,2.25,128.0,4.62589765768623,4.619172062391505,4.300000000000001,9.423693409364297,10.660043605836323,7.387306667270548,7.534216987198883,71.671875,35.41656237770554,22.371630891611247,10.0,18.0,18.0,109.0,211.0,23.366666666666664,404.0,368.0,40.0,182.0,84.0,23.698958119126978,12.250296206660071,2.3180135147325043,2.515835979311492,-20.52
20.0,16.0,4.0625,1.0,68.0,2.0,1.7888543819998317,1.6,3.2,5.0,3.4641016151377544,3.0983866769659336,9.48148148148148,16.492422502470642,12.0,12.0,36.0,9.0,16.0,22.0,7.0,44.0,28.0,12.0,16.0,12.0,10.524391382167263,4.0,2.0,3.0237157840738176,1.79
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-4.72
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.82561719801098,7.195941990698567,5.059137268047012,5.0847272444157054,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.189602380978524,8.720566232730448,2.1010029896154583,2.122917949959366,-0.8
20.0,18.0,3.611111111111111,1.5833333333333333,46.0,2.770055610029662,2.5245638646895836,2.5666666666666664,4.654655746264211,5.390681974697982,3.7543135054150953,3.4732672819907515,30.75,14.99460169804673,8.650281539872886,6.0,10.0,6.0,32.0,58.0,9.0,98.0,73.0,14.0,32.0,20.0,12.397923494716462,6.155367074350508,1.9021130325903077,2.6272148478988635,-2.94
