M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,logS
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-2.37
48.0,54.0,4.944444444444445,2.2222222222222223,128.0,4.609060905280622,4.605350962927558,4.266666666666667,9.38328520359084,10.701285058155637,7.427746781790429,7.559806963567576,68.28125,35.55659711676804,22.60112615949154,12.0,20.0,18.0,111.0,220.0,23.23333333333333,412.0,376.0,32.0,186.0,84.0,23.6888922595993,11.683238505927562,2.302775637731996,2.4619689397977487,-6.98
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-0.74
62.0,69.0,5.333333333333333,3.4722222222222223,148.0,6.79122366008484,6.76005150130681,6.6000000000000005,13.67082707540165,14.358503786577526,9.928004507313085,10.128721064319924,114.15625,44.68403571499344,25.672193971357018,8.0,10.0,20.0,312.0,826.0,37.23690476190476,1182.0,1108.0,118.0,411.0,176.0,32.61334778576422,17.317349303503537,2.2906286481482483,2.4148769535214245,-3.4
40.0,43.0,3.4722222222222223,2.166666666666667,96.0,4.325698502695489,4.313418246689415,4.166666666666666,8.707813930932858,9.31846434095736,6.473350830420108,6.571653958956686,67.375,29.082956264480494,17.00876701224514,8.0,10.0,13.0,90.0,187.0,19.066666666666666,341.0,319.0,25.0,150.0,66.0,20.971923394025076,11.18995723015805,2.193993277712657,2.1804017457062086,-2.78
146.0,172.0,10.201388888888886,6.166666666666668,390.0,13.323735633975271,13.766228019099042,12.738095238095243,28.857718552629475,31.31355716915681,21.614670622818807,22.700059590731005,236.68561574074073,106.53976360010711,66.25054900690235,28.0,46.0,54.0,2244.0,9986.0,104.0230796980797,9294.0,9593.0,516.0,2904.0,825.0,71.03992799668788,34.99297017628874,2.613975502302901,1.5071547666586165,-8.402000000000001
78.0,94.0,7.756944444444444,3.7916666666666665,218.0,7.484434885828628,7.432910225370588,7.0238095238095255,15.160738181282666,16.934975212900294,11.566439027493542,11.915177135632684,126.972,57.44956605273881,36.57348493643239,20.0,30.0,30.0,391.0,961.0,48.65238095238095,1438.0,1302.0,166.0,549.0,234.0,38.10047551099278,19.038769295335342,2.4959631910058238,2.9604372309764804,-2.016
82.0,93.0,8.006944444444443,3.930555555555556,226.0,7.914832660707776,7.879223563698315,7.3999999999999995,16.01110090482999,18.120506104835147,12.427023072952975,12.713190583212974,123.27662037037037,60.83994730242581,38.73824067986956,22.0,40.0,31.0,540.0,1667.0,50.48015873015873,2025.0,1879.0,157.0,746.0,266.0,40.325039363658895,20.12904958309967,2.3565157924337057,2.4965582116341474,-4.04
56.0,65.0,3.0833333333333335,2.4722222222222223,138.0,5.377010097711745,5.605350962927558,5.2666666666666675,11.785208992237523,12.237183443017882,8.51379094493999,8.97402052594067,98.15625,40.211899759993855,23.672193971357018,6.0,8.0,19.0,140.0,285.0,27.849999999999998,590.0,618.0,48.0,300.0,118.0,27.278488539440637,14.495357090321049,2.3513651263243576,1.9931760493394233,-4.55
50.0,55.0,6.944444444444445,3.0,130.0,5.540111220059325,5.2738726007707575,5.133333333333334,10.309311492528423,11.781363949395963,8.094413448457095,7.981810744391588,79.671875,37.06027120795892,22.95741732923815,12.0,20.0,18.0,206.0,501.0,28.742857142857144,692.0,571.0,84.0,206.0,110.0,26.754022924666693,14.195669358089223,2.2469796037174667,3.9851644508585786,1.09
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-0.6
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.270055610029662,2.0245638646895836,2.0666666666666664,3.6546557462642113,4.390681974697982,3.0472067242285474,2.766160500804204,22.75,12.16617457330054,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388581,5.226251859505506,1.8477590650225744,2.5395388613593908,-1.48
90.0,103.0,6.666666666666666,3.9999999999999996,230.0,8.575387400469408,8.802453635391254,8.200000000000001,18.302468792043925,19.783767962794272,13.751267697949478,14.303117346207426,143.671875,65.53515140472804,40.030679443729255,16.0,24.0,32.0,610.0,1847.0,55.9531746031746,2450.0,2440.0,200.0,788.0,312.0,43.972305898517604,22.53261465862726,2.4069813045644475,1.9341811762422543,-2.09
46.0,51.0,4.333333333333334,2.3055555555555554,116.0,4.715214055163271,4.710923771927642,4.466666666666667,9.55766800557986,10.505343067457071,7.3183569820492504,7.424827187457706,72.90625,33.66849827991026,20.371630891611247,8.0,14.0,16.0,114.0,231.0,22.9,428.0,396.0,48.0,180.0,84.0,23.475339554123405,11.945821561028195,2.2671838628845014,2.3960449098608665,-1.82
46.0,51.0,4.333333333333334,2.305555555555556,116.0,4.715214055163271,4.710923771927642,4.466666666666667,9.557668005579858,10.505343067457073,7.3183569820492504,7.424827187457705,72.90625,33.66849827991025,20.371630891611247,8.0,14.0,16.0,114.0,231.0,22.9,428.0,396.0,48.0,180.0,84.0,23.4753395541234,11.945821561028195,2.2671838628845014,2.3960449098608665,-2.33
76.0,93.0,8.118055555555555,3.3333333333333335,222.0,6.829145584562086,6.80071227403674,6.242857142857143,13.940334689387303,16.206838557620774,11.125892088711884,11.428751164185835,110.92099999999999,56.558148723034606,37.36647701185511,22.0,36.0,31.0,314.0,712.0,45.03333333333333,1147.0,1029.0,143.0,458.0,204.0,36.03514587935046,16.647725963596276,2.514638001002626,3.037473883672742,-2.766
40.0,44.0,3.4722222222222223,2.1944444444444446,96.0,4.3425352551010965,4.3272393461533625,4.199999999999999,8.748222136706316,9.277222888638047,6.432910715900227,6.5460639825879925,70.765625,28.942921525417994,16.77927174436485,6.0,8.0,13.0,86.0,167.0,19.28333333333333,325.0,303.0,33.0,142.0,66.0,20.982204647916753,11.203557775951705,2.2215832939527687,2.29725588417896,-3.21
26.0,24.0,3.5,2.25,50.0,3.914213562373095,3.6547005383792515,3.833333333333333,6.885618083164127,7.121320343559642,4.949747468305834,4.69023444431199,56.0,18.61427157873053,9.071067811865476,2.0,2.0,6.0,84.0,210.0,13.742857142857144,280.0,231.0,24.0,84.0,42.0,16.754072029940975,9.517540966287266,1.8793852415718166,2.53006045688352,-4.0
64.0,77.0,6.395833333333334,3.083333333333333,182.0,6.063714582173599,6.015980447325265,5.671428571428572,12.267982603356224,13.80995114905936,9.397338441011366,9.697709230217313,101.773,47.325445947359825,30.47992978126389,18.0,28.0,25.0,220.0,480.0,35.550000000000004,807.0,727.0,95.0,336.0,150.0,31.026617352497695,15.191508225450299,2.4494897427831788,2.8048971604633657,-2.4
66.0,72.0,3.2222222222222223,3.2499999999999996,150.0,6.949489742783179,7.183281572999748,6.9,14.878775382679628,15.123724356957947,10.606601717798217,11.011541046127832,120.0,47.08915177549966,26.1443299263566,6.0,6.0,20.0,343.0,1032.0,36.92063492063492,1450.0,1531.0,100.0,541.0,198.0,33.88194357286601,18.877840949171787,2.2105086495394843,1.5986594573645951,-4.62
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517007,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333332,86.0,61.0,16.0,29.0,20.0,12.61055265179775,6.0,2.0,2.9934972434784735,-1.74
112.0,136.0,7.1388888888888875,4.750000000000001,292.0,10.151397005390978,10.576326236162013,9.833333333333334,22.415627861865715,23.63692868191472,16.239594879653666,17.33518062229318,195.09375,80.79332952693049,49.57388321059433,16.0,20.0,41.0,798.0,2259.0,75.9920634920635,3321.0,3433.0,243.0,1399.0,451.0,52.708508209013154,27.335425642818823,2.498607599424857,1.8843325800445538,-5.153
82.0,98.0,3.805555555555556,3.25,208.0,7.34333659290053,7.802453635391254,7.200000000000001,16.70439258069061,17.31966634765651,12.008884736352847,12.888903783834333,141.546875,58.8767455489691,35.44489300610236,10.0,12.0,29.0,334.0,839.0,45.45357142857143,1465.0,1599.0,103.0,758.0,250.0,38.35758140873296,20.184699131365495,2.4470916457610956,1.7215893660039328,-5.84
88.0,97.0,7.444444444444444,4.916666666666666,208.0,9.701907262607799,9.668299791770673,9.433333333333332,19.53685247918609,20.513204324956778,14.23959487965367,14.480751551180392,160.921875,63.402662561265856,36.15747534559558,10.0,14.0,28.0,912.0,3338.0,61.39488844488845,3460.0,3258.0,244.0,1114.0,374.0,46.514949335775725,24.874704504463562,2.351072316005116,2.429631786471226,-4.4
64.0,77.0,6.916666666666666,3.0000000000000004,176.0,6.00210641759854,5.974053607472762,5.566666666666666,12.252731957617529,13.854783589835739,9.496696467011725,9.786460329930204,101.21875,47.108851676521375,30.206630725976932,12.0,22.0,25.0,220.0,479.0,35.53333333333334,805.0,723.0,81.0,346.0,150.0,31.00580152579858,15.688760845685533,2.426719885130813,2.7872351510766293,-4.02
78.0,86.0,9.145833333333334,4.513888888888889,208.0,8.43519937296352,8.139496911077652,7.933333333333334,16.071101789983132,18.045884457696225,12.317633273211799,12.318697783109258,127.90162037037037,57.76713017107522,35.680318287243075,20.0,36.0,28.0,699.0,2446.0,51.67777777777778,2490.0,2201.0,192.0,699.0,272.0,40.88718435036466,21.234376003677255,2.2559676114298255,4.060695592943026,0.523
118.0,148.0,6.090277777777777,4.152777777777778,328.0,9.593172145670252,10.26930635333735,9.238095238095239,22.272509560391953,23.82637372613893,16.35617461765403,17.76139879362978,194.33087037037035,85.65402962759181,54.4685547570716,20.0,32.0,46.0,724.0,2154.0,71.70039682539682,3197.0,3512.0,197.0,1536.0,453.0,52.510087141661465,26.500693861621603,2.5767042469412296,1.5650034351283706,-5.282
134.0,155.0,10.840277777777777,6.208333333333336,356.0,12.81722889269334,13.003998779432973,12.219047619047622,26.850581057867164,29.309853448875515,20.15267681752318,20.930185442508343,219.48661574074072,98.05935232498156,60.74278028936078,28.0,46.0,49.0,1838.0,7102.0,101.99030691530692,7278.0,7172.0,508.0,2462.0,744.0,65.3153157315282,33.44751257321191,2.4390324569008515,2.081724109815095,-4.5760000000000005
50.0,55.0,4.583333333333334,2.6111111111111116,124.0,5.236382105218449,5.221666537153278,5.0,10.573839334717297,11.473164879336615,7.956514078014501,8.09525732107096,82.140625,36.487874611768156,21.837194136991332,10.0,14.0,17.0,162.0,390.0,25.919047619047618,609.0,565.0,45.0,252.0,104.0,25.754244629039334,13.619694833292886,2.250874594525544,2.242704555869001,-2.41
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-3.12
106.0,129.0,9.611111111111109,4.333333333333333,294.0,9.25179531537246,9.4630889961746,8.6,19.847386818728594,22.32008721167265,15.360399772167998,16.10371015480785,161.515625,77.90419256727657,50.40011603271488,20.0,36.0,42.0,738.0,2163.0,68.8373015873016,2912.0,2849.0,248.0,1224.0,408.0,49.359866748915685,24.949867603955052,2.478080550300003,2.1730928536122276,-9.16
180.0,220.0,14.756944444444441,7.652777777777772,498.0,16.005274041423252,16.389379011607907,15.119047619047624,34.37275976951138,37.81813557039136,25.864951818627695,27.301588337451584,290.73025,131.73317982942416,84.15154884080201,36.0,58.0,70.0,3503.0,16098.0,144.30956820956823,14214.0,14369.0,762.0,4913.0,1207.0,84.26213196338149,42.95293679904678,2.5235820668525455,1.689764333872913,-0.41
98.0,96.0,8.0,6.75,194.0,12.914213562373096,12.654700538379252,12.833333333333332,24.885618083164125,25.121320343559645,17.677669529663692,17.41815650566985,200.0,69.52595982416196,34.52691193458119,2.0,2.0,24.0,2925.0,20475.0,74.21491262159118,11050.0,10425.0,312.0,2925.0,600.0,57.78660747199019,32.3968679154487,1.9864767154838863,2.94691201256248,-8.334
102.0,125.0,6.027777777777777,4.277777777777779,264.0,9.236382105218448,9.67115627993646,9.0,20.5738393347173,21.47316487933661,14.784941202760692,15.82266393138351,182.484375,73.25742723346862,44.46461113496085,10.0,14.0,37.0,587.0,1501.0,66.31190476190476,2478.0,2601.0,184.0,1058.0,368.0,47.93561234857994,25.175643155940374,2.4976804826051064,1.9190089870016398,-3.324
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-1.29
54.0,59.0,5.284722222222222,2.333333333333333,154.0,4.999018565639892,5.008459641508933,4.585714285714286,10.174952310848312,11.997546414099727,8.30271070376823,8.388651282978543,72.3101111111111,40.6106538883697,26.37825031020934,16.0,36.0,21.0,152.0,340.0,26.633333333333333,569.0,525.0,57.0,236.0,104.0,26.181110039096943,12.527340673531741,2.311476385944094,2.393615048508942,-1.34
104.0,120.0,10.388888888888888,5.166666666666665,272.0,10.32780492029403,10.28747185416218,9.733333333333334,20.96054588855038,23.173247930793103,15.970047297431835,16.358114288886892,168.59375,76.1918079410019,47.21539773822207,20.0,32.0,38.0,968.0,2946.0,76.58015873015873,3588.0,3288.0,320.0,1298.0,456.0,51.95901688601388,26.040230050862448,2.460649485303388,3.082072698225275,-6.49
60.0,72.0,6.666666666666666,2.666666666666667,168.0,5.464101615137755,5.449489742783179,5.0,11.196152422706632,12.92820323027551,8.898979485566358,9.141620172685643,88.59375,44.42951008372598,28.970562748477143,12.0,24.0,24.0,174.0,357.0,31.6,636.0,570.0,60.0,282.0,126.0,28.71591913622389,14.601126159491542,2.414213562373096,2.7602520756252087,-4.64
104.0,115.0,9.868055555555554,5.013888888888888,278.0,10.270674708364343,10.249086890008648,9.633333333333335,20.78013856793007,23.38986773597349,16.181336578368068,16.44597088919757,154.02662037037038,77.01926729496536,48.21694934448864,26.0,48.0,38.0,1066.0,3631.0,73.76230158730158,4014.0,3748.0,322.0,1297.0,456.0,51.927370294268925,25.26974486257324,2.3812234856897656,2.7505669736713036,-4.194
42.0,47.0,4.083333333333334,2.055555555555556,108.0,4.215214055163271,4.210923771927642,3.966666666666667,8.557668005579858,9.505343067457071,6.6112502008627025,6.717720406271157,64.90625,30.84007115516406,18.95741732923815,8.0,14.0,15.0,82.0,151.0,19.666666666666668,307.0,283.0,31.0,140.0,66.0,21.19575112540568,10.891330678669732,2.2638209778523963,2.413324848196347,-4.0
20.0,16.0,4.0625,1.0,68.0,2.0,1.7888543819998317,1.6,3.2,5.0,3.4641016151377544,3.0983866769659336,9.48148148148148,16.492422502470642,12.0,12.0,36.0,9.0,16.0,22.0,7.0,44.0,28.0,12.0,16.0,12.0,10.524391382167263,4.0,2.0,3.0237157840738176,-2.31
52.0,58.0,5.194444444444445,2.472222222222222,136.0,5.109060905280622,5.105350962927558,4.766666666666667,10.38328520359084,11.701285058155639,8.134853562976977,8.266913744754124,76.28125,38.38502424151423,24.015339721864635,12.0,20.0,19.0,152.0,337.0,26.499999999999996,567.0,521.0,51.0,240.0,104.0,25.968018983739185,13.15254246595809,2.2924555152471333,2.3956341215135133,-3.2
38.0,39.0,2.861111111111111,2.1666666666666665,84.0,4.393846850117352,4.394427190999916,4.3,8.825617198010981,9.195941990698568,6.473350830420108,6.4989408067888,67.375,27.343942959573504,14.957417329238153,4.0,6.0,11.0,88.0,174.0,19.033333333333328,345.0,337.0,15.0,168.0,64.0,20.729570823447418,11.00351115727379,2.0839681098273,2.124788507254725,-1.29
134.0,171.0,7.993055555555555,4.409722222222222,404.0,10.278440544667594,10.948037812439809,9.673809523809528,23.72225376415589,26.512115050081857,18.062290574809982,19.54006834019767,208.07269444444444,98.76581107860136,65.51231183549967,30.0,62.0,56.0,907.0,2752.0,84.06626984126984,3927.0,4226.0,259.0,1880.0,545.0,58.000307289281835,28.083080739474543,2.636098062314545,1.6361086084007204,-3.999
58.0,62.0,5.083333333333334,3.0833333333333335,140.0,6.219545352812841,6.207845437689332,5.966666666666667,12.53343112894384,13.51440633165593,9.411167754907478,9.535060859812749,94.75,42.28476360032304,24.895116529617816,12.0,16.0,19.0,280.0,815.0,32.468650793650795,1059.0,991.0,67.0,406.0,150.0,30.303804963689338,15.809801647036135,2.2417949731358338,2.1471259748697293,-2.17
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,-4.47
76.0,91.0,2.9444444444444446,3.0833333333333335,188.0,6.949489742783179,7.4080264443913375,6.9,15.87877538267963,16.123724356957947,11.192388155425121,12.046817226537915,138.171875,54.16021958736512,31.801184175848977,6.0,6.0,26.0,271.0,636.0,41.14285714285714,1208.0,1342.0,88.0,632.0,218.0,35.864443120049664,19.448251271725756,2.4347638027388676,1.7402124582772953,-2.68
24.0,22.0,4.3125,1.375,76.0,2.560660171779821,2.3272393461533625,2.1999999999999997,4.285618083164127,5.871320343559642,4.012289773726411,3.717636857841802,23.11111111111111,19.077520809352354,13.16227766016838,12.0,32.0,10.0,28.0,44.0,9.5,82.0,57.0,18.0,28.0,20.0,12.823409519949186,5.818625822352818,2.0743132930519423,3.168489872670569,-0.24
48.0,52.0,3.9722222222222223,2.75,112.0,5.363703305156275,5.337982111378999,5.233333333333333,10.764393465843753,11.245044700517589,7.778174593052025,7.923600897387796,88.0,34.59072498202208,19.659048552118026,8.0,8.0,15.0,170.0,432.0,25.41071428571428,643.0,601.0,43.0,260.0,104.0,25.541153684681944,13.839232266343267,2.2215832939527678,2.1364132892501133,-3.13
62.0,60.0,5.75,4.5,122.0,8.414213562373096,8.154700538379252,8.333333333333332,15.885618083164125,16.121320343559642,11.313708498984765,11.054195474990921,128.0,44.070115701446255,21.798989873223338,2.0,2.0,15.0,816.0,3876.0,41.472392884892884,2992.0,2736.0,128.0,816.0,240.0,37.270339750965576,20.860104605522686,1.9696155060244163,2.846262262649495,-7.0
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.5999999999999996,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.40361467168509,15.772699034745349,8.0,12.0,12.0,61.0,110.0,16.083333333333332,232.0,218.0,16.0,108.0,50.0,18.68272477800247,9.431147620289327,2.175327747161074,2.2306376583301173,-1.4880000000000002
52.0,61.0,2.8333333333333335,2.2222222222222223,130.0,4.877010097711745,5.105350962927558,4.7666666666666675,10.785208992237523,11.237183443017882,7.806684163753442,8.266913744754124,90.15625,37.383472635247664,22.257980408983922,6.0,8.0,18.0,105.0,198.0,24.25,445.0,468.0,37.0,185.0,85.0,25.08371763477965,13.098357873904222,2.3698375056289707,2.028565677264321,-2.12
88.0,104.0,7.027777777777777,3.7222222222222228,234.0,8.002907755397974,8.224523025319064,7.566666666666666,17.208902401601822,18.897227048854205,13.072670487464347,13.679810388393363,137.828125,64.31475363871463,40.38697061347589,16.0,26.0,33.0,486.0,1331.0,53.21666666666666,1950.0,1942.0,172.0,820.0,294.0,41.83969833841104,21.205008274281,2.4219077780858975,2.0485013670264434,-7.21
102.0,124.0,5.506944444444445,4.25,270.0,9.247366799145755,9.683379643216888,9.023809523809526,20.530202071433866,21.527335620462274,14.82333235705946,15.808527194095845,179.84237037037036,73.60812495551666,44.84076056050172,16.0,22.0,37.0,673.0,2030.0,62.76309523809524,2854.0,3010.0,236.0,1027.0,384.0,49.340853728559495,25.61228563360314,2.536541545100699,1.6903846904777635,-2.596
120.0,152.0,3.8888888888888893,4.222222222222222,312.0,9.932652990377571,10.84369508771057,9.866666666666667,23.838367176906168,24.164965809277255,16.647041832318095,18.38560025084605,219.125,85.4129526986357,51.82966931695259,8.0,8.0,44.0,676.0,1831.0,73.66785714285714,3151.0,3660.0,183.0,1553.0,466.0,53.58986653302882,28.263475817097362,2.606624393767334,1.5043253918544541,-8.23
76.0,83.0,4.333333333333334,3.666666666666666,178.0,7.843336592900531,8.077708763999665,7.700000000000001,16.70439258069061,17.319666347656515,12.130205079912491,12.560734384610797,131.375,54.63410486184982,31.202252318983085,10.0,12.0,24.0,495.0,1603.0,45.02301587301588,2068.0,2157.0,146.0,729.0,260.0,38.65442674285291,20.65680380286779,2.23606797749979,1.6375981036696632,-3.15
88.0,107.0,6.506944444444444,3.875,240.0,8.108226125916316,8.30277355168092,7.757142857142858,17.331699633029434,18.74023522890088,12.87126279012546,13.526637098057638,147.59699999999998,64.1420530647732,40.05219360105146,18.0,26.0,33.0,458.0,1172.0,54.40357142857143,1834.0,1822.0,190.0,756.0,294.0,41.89264495235205,21.134138714064793,2.5105329389856643,2.203678968188423,-2.322
76.0,88.0,5.305555555555555,3.333333333333334,194.0,7.181540550352056,7.4080264443913375,6.9,15.476851594032945,16.587825972095704,11.520557554648656,12.046817226537915,124.296875,55.16177119363169,33.5585434887297,12.0,18.0,27.0,360.0,970.0,43.397619047619045,1470.0,1492.0,124.0,622.0,228.0,36.83283132787617,19.16882667922083,2.370435131432972,1.9127962780847314,-6.29
70.0,77.0,6.805555555555555,3.3888888888888893,180.0,7.002907755397975,6.999778153927474,6.566666666666666,14.208902401601822,15.897227048854207,11.072670487464345,11.230320645610187,103.65625,51.586831577356776,31.90168923923731,16.0,26.0,25.0,408.0,1262.0,40.78492063492064,1541.0,1441.0,109.0,570.0,204.0,35.29875535614627,17.77341206279059,2.2792657950010944,2.2547153115966037,-3.536
72.0,79.0,6.444444444444444,3.8611111111111107,176.0,7.668233757796585,7.64065759284278,7.366666666666668,15.456036067639177,16.595687229595406,11.49204798394724,11.703504379171585,122.140625,52.369023540406104,30.959611631863794,14.0,18.0,24.0,505.0,1664.0,44.03253968253968,1934.0,1838.0,138.0,649.0,234.0,37.37484443043115,19.66483814272961,2.236067977499792,2.1807418588684566,-1.716
28.0,28.0,4.5625,1.75,84.0,3.1213203435596424,2.8656243103068935,2.8,5.371236166328254,6.742640687119284,4.5604779323150675,4.336887038717671,36.74074074074074,21.662619116234062,14.32455532033676,12.0,28.0,11.0,44.0,76.0,12.25,134.0,98.0,26.0,44.0,30.0,15.122655423942513,7.595865303863629,2.1357792050698583,3.3604351426960575,-1.04
32.0,31.0,4.361111111111111,2.416666666666667,70.0,4.3080604124904465,4.049127729379167,4.133333333333333,7.7112352811751075,8.31726233425821,5.76624404923356,5.532321001608409,59.375,23.33079754033451,12.714776642118865,6.0,8.0,9.0,108.0,264.0,17.10952380952381,360.0,296.0,38.0,108.0,56.0,19.24650808448647,10.383982834675734,2.015316067192599,2.9548225727898,-1.75
78.0,90.0,8.277777777777777,3.5555555555555562,212.0,7.341111712849502,7.330095834319147,6.766666666666667,14.981361414944159,17.165386673293394,11.877236524573608,12.130617049910398,112.578125,57.771352158631025,37.08640753373011,18.0,32.0,30.0,408.0,1044.0,47.71666666666667,1504.0,1366.0,144.0,594.0,234.0,38.03704551326051,18.380381247862275,2.4111421572873573,2.796335838028349,-3.22
110.0,120.0,10.208333333333332,5.083333333333333,304.0,10.645282935581864,10.641452803364386,9.919047619047621,21.54426468852988,24.704288716356764,17.11616147723034,17.311491856181824,154.4351111111111,82.1281663126041,52.09842876274831,30.0,64.0,41.0,1358.0,5496.0,75.83012265512266,5237.0,5025.0,337.0,1538.0,500.0,54.41957807712883,26.64589007182606,2.335612502239451,2.396283855982658,-4.2
28.0,28.0,1.75,1.75,56.0,3.5,3.5,3.5,7.0,7.0,4.949747468305834,4.949747468305834,56.0,19.798989873223334,9.899494936611667,0.0,0.0,7.0,42.0,70.0,12.833333333333334,168.0,168.0,0.0,63.0,28.0,15.960242064512125,8.987918414869867,1.9999999999999996,2.0416666666666665,-3.51
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,-0.49
46.0,51.0,4.333333333333334,2.3055555555555554,116.0,4.715214055163271,4.710923771927642,4.466666666666667,9.55766800557986,10.505343067457071,7.3183569820492504,7.424827187457706,72.90625,33.66849827991026,20.371630891611247,8.0,14.0,16.0,114.0,231.0,22.9,428.0,396.0,48.0,180.0,84.0,23.475339554123405,11.945821561028195,2.2671838628845014,2.3960449098608665,-3.76
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.5999999999999996,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.40361467168509,15.772699034745349,8.0,12.0,12.0,61.0,110.0,16.083333333333332,232.0,218.0,16.0,108.0,50.0,18.68272477800247,9.431147620289327,2.175327747161074,2.2306376583301173,-1.37
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-4.26
72.0,87.0,2.6944444444444446,2.8333333333333335,180.0,6.449489742783178,6.9080264443913375,6.4,14.878775382679628,15.123724356957945,10.485281374238573,11.339710445351365,130.171875,51.331792462618935,30.386970613475885,6.0,6.0,25.0,219.0,490.0,36.983333333333334,984.0,1101.0,68.0,420.0,166.0,33.6757722345844,17.90589012009783,2.4686944612091954,1.7616255066046675,-4.6
102.0,119.0,8.319444444444445,3.9861111111111107,298.0,8.737330098013686,8.963552537635262,8.104761904761906,18.703471897291877,21.557012095000594,14.77306950856324,15.384622203014484,146.89047685185187,76.06763720091124,49.918778280587055,28.0,60.0,41.0,691.0,2165.0,62.221825396825395,2725.0,2657.0,195.0,975.0,343.0,47.15446043403463,22.489832134381203,2.5272826588926,2.023109938399296,-3.42
78.0,86.0,7.756944444444445,3.444444444444444,218.0,7.3035490182802025,7.311135122972713,6.719047619047621,14.866594912643732,17.348188943177547,12.016584094663447,12.168554764762327,106.4507361111111,58.38895244675372,37.67881338995511,22.0,46.0,30.0,457.0,1348.0,45.96190476190476,1716.0,1594.0,140.0,622.0,234.0,38.0152750562077,18.353490514463786,2.341846598509123,2.4489302654512226,-3.43
