M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,logD
128.0,147.0,8.138888888888888,5.5,324.0,12.024877143252587,12.485735208391002,11.600000000000003,26.18124417472355,27.90749231975221,19.408121947441852,20.364910924029413,207.671875,92.82531330700435,56.27551443347416,22.0,30.0,45.0,1722.0,7641.0,87.7641441891442,7211.0,7523.0,329.0,2353.0,632.0,61.96039216804024,31.773013572834763,2.4267864208101027,1.42313824228041,1.22
102.0,114.0,7.416666666666666,4.777777777777778,254.0,10.07971869811898,10.299375301152944,9.700000000000003,21.2782319154079,22.792831226993123,15.844078470807705,16.41335101856247,165.515625,74.15141672514083,44.55416508173583,20.0,26.0,35.0,1091.0,4438.0,66.62939837939838,4356.0,4313.0,216.0,1444.0,422.0,50.80174512486827,26.28041479395775,2.4112747852321634,1.6973716947327915,0.5
182.0,203.0,12.902777777777775,7.791666666666667,484.0,17.022588486189292,17.49933446178242,16.200000000000003,36.29782459478759,40.00945103217351,27.76211005400097,28.741214468524714,276.77372685185185,133.89770545276784,83.01156081071807,38.0,78.0,66.0,5827.0,41447.0,136.71722383616145,24266.0,25225.0,752.0,7093.0,1347.0,88.03085690833275,44.236677768392624,2.450818182089451,1.1654367680123583,1.34
180.0,209.0,11.423611111111107,7.291666666666668,476.0,16.208347120759992,16.9024431403638,15.519047619047624,35.61277602048275,38.58161909341215,26.735417447684455,28.15584522556258,282.2366157407407,131.39984401530546,81.63789681897855,36.0,58.0,66.0,4270.0,25123.0,135.68059745981571,18188.0,19341.0,664.0,6669.0,1308.0,84.92576919925514,43.33174330716061,2.395820417323594,1.1565263599422535,1.84
194.0,236.0,11.39583333333333,7.583333333333333,522.0,16.81529946553799,17.6983547867193,16.200000000000003,37.781518889305026,40.34487299087091,27.76015243430231,29.74684389562791,319.390625,140.7909227366688,88.07333340749811,32.0,50.0,73.0,4001.0,20266.0,149.48677376545024,17402.0,18894.0,794.0,6425.0,1414.0,90.71164604858272,46.1067007507057,2.482092905569124,1.1774045624848462,1.93
158.0,192.0,7.72222222222222,5.999999999999999,412.0,13.618524838379198,14.52389832647201,13.26666666666667,31.290981894303084,32.76185504557181,22.603555910332588,24.43630715746344,267.09375,113.83565015335286,70.1127085704655,24.0,28.0,58.0,1981.0,7690.0,111.31309523809524,8718.0,9549.0,496.0,3015.0,865.0,73.9057037382614,36.954810585389815,2.5250097314615427,1.2974994928551589,3.3
180.0,209.0,8.611111111111109,7.416666666666668,448.0,16.636162928584238,17.563443972390665,16.300000000000004,37.28756054406084,38.76305705227096,26.967516941011507,28.68300462152091,304.921875,129.48730381411048,77.23512606533792,26.0,30.0,62.0,3729.0,17819.0,139.30891608391607,16361.0,17923.0,795.0,5043.0,1260.0,85.93252887597018,44.50657724828159,2.4164709944571334,1.1644006631348698,3.84
142.0,170.0,8.111111111111109,5.638888888888888,370.0,12.546045193307766,13.22122284500823,12.133333333333336,28.19741550386098,29.875314131631747,20.632065481034005,22.07061723805275,235.078125,102.71575745072776,63.39793192834665,24.0,30.0,52.0,1714.0,6833.0,97.37336274836275,7408.0,7983.0,422.0,2550.0,732.0,67.51430791805349,34.11921676435985,2.48678887634692,1.3736927152531375,1.55
112.0,128.0,6.166666666666666,4.8888888888888875,276.0,10.720346690612276,11.183059726927224,10.46666666666667,23.489601572928134,24.55684979067439,17.10846211891974,17.99922100461872,189.53125,80.7038689981127,47.8033784784746,16.0,20.0,38.0,1206.0,4872.0,72.795670995671,5136.0,5456.0,270.0,1564.0,488.0,54.68144091319845,28.594311108158394,2.3547429707544776,1.3953132864656048,4.21
58.0,67.0,3.6944444444444446,2.3611111111111107,150.0,5.25402019542349,5.485957054463528,5.033333333333334,11.570417984475048,12.474366886035765,8.663620859201048,9.134590278419235,90.140625,42.24003333591414,26.131184507117606,12.0,16.0,21.0,143.0,302.0,27.799999999999997,595.0,613.0,43.0,241.0,105.0,27.569593198114646,13.899856008705223,2.3862022299039913,1.970899390609784,2.2
194.0,231.0,10.944444444444441,7.8611111111111125,500.0,17.423055291019512,18.326573807935787,16.900000000000006,38.9826244960985,41.11249757464962,28.438749644787432,30.33753098280686,325.234375,140.09923008597545,85.65591233733055,30.0,38.0,70.0,4368.0,22733.0,154.4531534641829,18908.0,20427.0,834.0,7094.0,1489.0,91.11491166599114,47.23092279925777,2.5029963585077177,1.1764396211312511,2.7
82.0,93.0,5.645833333333333,3.4583333333333326,220.0,7.577316827624755,7.811135122972713,7.21904761904762,16.25714904377019,17.87006876435852,12.386432768289627,12.875661545948878,125.93974074074073,60.26161941838215,37.49137258999636,18.0,34.0,30.0,448.0,1311.0,47.08888888888889,1840.0,1882.0,146.0,619.0,244.0,39.40690627533178,19.840051947852878,2.3740466437557344,1.8478621431362852,0.36
94.0,109.0,4.555555555555555,3.972222222222222,232.0,8.826499840494922,9.288632535927308,8.666666666666666,19.66398437491715,20.360907799975827,14.170645194432371,15.035814103762668,162.15625,67.50206166227017,39.917028961101934,12.0,14.0,32.0,608.0,1864.0,57.07222222222222,2630.0,2836.0,190.0,1107.0,360.0,45.18484157192742,23.765724051174278,2.3888587845504885,1.5660158767546948,3.9
196.0,234.0,8.222222222222221,7.8611111111111125,490.0,17.759152830872495,18.907582752246284,17.53333333333334,40.50235155182331,41.525873609253075,28.817687026750445,30.971924611825525,347.109375,140.18709229954803,83.2614169038159,20.0,22.0,68.0,4141.0,19873.0,156.7359779109779,18506.0,20657.0,924.0,6594.0,1522.0,92.27905766535747,49.00224353877488,2.475959733911417,1.1170081731480945,2.75
146.0,174.0,8.361111111111109,5.833333333333333,378.0,13.024877143252588,13.710480079782593,12.600000000000005,29.181244174723542,30.9074923197522,21.408121947441852,22.814400666812592,241.84375,105.55323536836227,64.76079580771277,22.0,30.0,53.0,1834.0,7123.0,104.27919580419582,7850.0,8371.0,460.0,2896.0,805.0,68.41938885443705,35.217712741581295,2.5070106659172393,1.4338546846695088,2.94
184.0,216.0,8.861111111111109,7.750000000000002,456.0,17.186673185801062,18.10490727078251,16.900000000000006,38.4087851613812,39.639332695313016,27.553303378638407,29.31334147360138,323.09375,131.89562672166917,77.96085382407016,20.0,24.0,63.0,3579.0,15293.0,151.63535908535908,15612.0,17008.0,926.0,4494.0,1338.0,88.3365922255455,46.76282686449229,2.4499632332584342,1.3249490358690763,4.36
112.0,134.0,7.1388888888888875,4.583333333333333,292.0,10.07538740046941,10.527198506782844,9.700000000000001,22.302468792043925,23.783767962794265,16.458374479136026,17.459713870177154,185.84375,81.09150059083208,49.93017438034093,16.0,24.0,41.0,928.0,3145.0,72.0051948051948,3922.0,4128.0,270.0,1383.0,462.0,52.79832133306134,27.37061841606516,2.4955215695795876,1.6025787082216392,1.63
102.0,120.0,6.027777777777777,4.083333333333332,264.0,9.131030293135236,9.591308017391087,8.800000000000002,20.35562697671257,21.711550329053644,15.056091460581396,15.987290460800264,164.296875,73.96665172166944,45.56073779135532,18.0,24.0,37.0,723.0,2394.0,61.77424242424242,3088.0,3284.0,190.0,1121.0,369.0,47.98863601100157,24.640648338083963,2.4381371792875512,1.5490917453356028,2.79
140.0,168.0,7.499999999999998,5.750000000000001,358.0,12.669035095596021,13.340616753472261,12.36666666666667,28.412206511623463,29.63813068861387,20.482235566772946,21.91004748557419,243.09375,100.68762387480747,60.938941392586074,18.0,22.0,50.0,1776.0,7478.0,97.2737456987457,7710.0,8344.0,380.0,2863.0,756.0,65.93910762213469,34.75338986076236,2.4852379903965667,1.307971518932342,2.65
138.0,159.0,8.729166666666664,6.01388888888889,358.0,12.992331727797284,13.441049950589857,12.552380952380954,28.0989375709186,30.03383256693662,20.790833913488427,21.787415447947556,228.72099074074075,100.32443364642522,60.98542097648004,24.0,40.0,49.0,2102.0,9701.0,98.83379814629815,8777.0,9135.0,437.0,3224.0,794.0,66.5927852260053,34.633094139692616,2.3998024986828206,1.4450419433187165,3.44
204.0,248.0,12.506944444444441,8.013888888888886,550.0,17.719183016787415,18.60146346530068,17.019047619047626,39.63386626145801,42.511138507031156,29.26258635411783,31.28279499622542,333.199,148.22665045636413,92.98217026817382,36.0,54.0,77.0,4588.0,23718.0,163.6762949468832,19776.0,21274.0,900.0,7380.0,1568.0,94.10352235974081,47.837370538038975,2.526413458830413,1.2005303068288522,2.98
190.0,221.0,12.08333333333333,8.25,482.0,17.85057564594808,18.523898326472008,17.266666666666673,38.8890581056564,41.225956660709556,28.5885795590485,30.093161406955815,317.21875,137.46461875758894,83.18377638233096,30.0,40.0,67.0,5117.0,29153.0,152.67802715430423,21527.0,22599.0,905.0,7191.0,1497.0,91.64860826388237,48.19579323107578,2.3966633137502114,1.2341632245482788,3.5
60.0,69.0,3.3333333333333335,2.7222222222222223,146.0,5.877010097711745,6.105350962927558,5.766666666666667,12.785208992237523,13.237183443017882,9.220897726126537,9.68112730712722,106.15625,43.04032688474005,25.086407533730114,6.0,8.0,20.0,191.0,441.0,31.016666666666666,800.0,834.0,72.0,291.0,132.0,29.641857618396514,15.888779152800653,2.3429230827771694,1.8857276720060387,0.5
108.0,130.0,6.8888888888888875,4.333333333333334,284.0,9.575387400469406,10.027198506782844,9.2,21.302468792043925,22.783767962794265,15.751267697949476,16.7526070889906,177.84375,78.26307346608587,48.51596081796782,16.0,24.0,40.0,742.0,2213.0,69.37976190476192,3130.0,3286.0,230.0,1415.0,442.0,50.4268365257492,25.178492646997274,2.498691093355256,1.7606437463730549,1.6
122.0,144.0,7.729166666666666,4.986111111111111,326.0,10.988000430147714,11.444128284828166,10.552380952380954,24.12317444755462,26.02476930273777,17.990916359443663,18.970074994405966,198.87724074074077,88.87974120126624,55.0477217761004,20.0,38.0,45.0,1144.0,3910.0,83.32189754689755,4787.0,4989.0,343.0,1916.0,580.0,57.487575547850106,29.297833605978,2.4849400849711096,1.693817920188938,0.9
102.0,120.0,6.027777777777777,4.083333333333333,264.0,9.131030293135234,9.591308017391087,8.8,20.355626976712568,21.711550329053644,15.056091460581394,15.987290460800267,164.296875,73.96665172166944,45.56073779135532,18.0,24.0,37.0,694.0,2187.0,62.6265873015873,2957.0,3137.0,195.0,1328.0,400.0,47.901617610498334,24.36236598347872,2.4357408270495955,1.6153234300718164,2.4
56.0,65.0,3.0833333333333335,2.5277777777777777,138.0,5.398178147766923,5.616093728153196,5.300000000000001,11.801380321374962,12.205005254897426,8.444841259718691,8.937343878367379,99.390625,40.20284896710557,23.723543654364004,8.0,8.0,19.0,147.0,320.0,27.466666666666665,614.0,635.0,40.0,236.0,104.0,27.3659308240481,14.603269765998466,2.3750729359940115,1.9247219818974428,0.4
106.0,125.0,6.277777777777777,4.361111111111111,272.0,9.647867045540842,10.105129116855034,9.333333333333336,21.39603518248603,22.670308876734328,15.722758127248063,16.66880726561812,175.6875,76.65504410735309,46.74545608584812,16.0,22.0,38.0,767.0,2349.0,68.11666666666666,3242.0,3410.0,226.0,1441.0,442.0,50.19152192706134,26.035348046993597,2.457190928378864,1.7000201467264402,-0.8
64.0,72.0,3.5833333333333335,2.9444444444444446,154.0,6.360173345306138,6.591529863463611,6.233333333333333,13.744800786464067,14.2784248953372,9.968444621832965,10.41382406468246,110.765625,46.00878874854874,26.7301163639835,8.0,10.0,21.0,246.0,616.0,34.61904761904762,1028.0,1070.0,88.0,438.0,170.0,31.82643563184815,17.101696701635362,2.3051341488584836,1.8326492664211986,2.0
88.0,100.0,6.055555555555555,4.138888888888888,218.0,8.702708600407233,8.918769209616976,8.433333333333335,18.493022923170383,19.555647783975243,13.572928212987001,14.131460922524262,149.53125,63.638001774981966,37.85253385885596,14.0,18.0,30.0,616.0,1907.0,55.93928571428572,2488.0,2498.0,176.0,913.0,310.0,43.65448252672719,22.953247465924886,2.3485527105176756,1.8951719125024122,2.37
190.0,223.0,9.722222222222221,7.972222222222223,476.0,17.601688085973592,18.51007722700806,17.233333333333334,39.250573688529634,40.80309649789112,28.30085027434484,30.1187513833245,327.703125,136.60310189038483,81.65591233733053,26.0,30.0,66.0,4246.0,20901.0,154.08096348096348,18408.0,19918.0,912.0,6794.0,1530.0,90.58165394182282,48.11356735267053,2.416043737870553,1.1986342882106156,4.2
90.0,105.0,4.305555555555555,3.722222222222222,224.0,8.326499840494924,8.788632535927308,8.166666666666668,18.66398437491715,19.360907799975827,13.463538413245823,14.328707322576118,154.15625,64.67363453752398,38.50281539872884,12.0,14.0,31.0,526.0,1611.0,52.61190476190475,2291.0,2487.0,149.0,1026.0,322.0,42.90480380908805,22.82926633511082,2.3880447811850476,1.544463643481972,3.3
174.0,213.0,9.17361111111111,6.777777777777778,466.0,15.031937062952858,15.90642207048116,14.600000000000005,34.106047616647054,35.96205227367264,24.684436139372345,26.63737054745738,294.484375,125.83200051014263,78.23833357313251,28.0,40.0,65.0,2724.0,11908.0,127.51770451770452,11937.0,13044.0,631.0,4125.0,1082.0,81.24778069391255,41.50465337516908,2.5160585626407204,1.2382585927745031,2.4
130.0,146.0,7.777777777777777,5.777777777777778,320.0,12.597356788324023,13.063665818463194,12.233333333333338,27.27481056516565,28.79403323369227,20.086719157926986,20.98821788184348,213.515625,94.04571107301778,55.919223263727574,22.0,28.0,44.0,2030.0,9751.0,90.52245254745254,8530.0,8920.0,390.0,3043.0,736.0,63.836931366444595,33.58005142739454,2.35359519400562,1.331145695617687,2.4
176.0,206.0,11.624999999999996,6.624999999999999,490.0,15.022588486189292,15.724079333174014,14.200000000000005,33.29782459478759,37.00945103217351,25.519469366881683,26.94806352418861,262.94560185185185,129.65506476564852,83.0115608107181,38.0,78.0,68.0,3217.0,15655.0,128.5132228882229,13578.0,14274.0,694.0,4420.0,1123.0,81.3472714049719,39.225614247462,2.538076229798939,1.313084656491761,3.9
172.0,207.0,14.256944444444441,6.805555555555553,482.0,14.840130278489394,15.288045218611261,13.852380952380956,32.156313725792465,36.162933087393114,24.88705400952838,26.12535459964183,261.23198611111115,126.66627729446265,81.84943415478966,34.0,68.0,68.0,2629.0,9973.0,137.7233044733045,10550.0,10519.0,702.0,3655.0,1056.0,79.65112139631542,38.905172467427136,2.5778805056304273,1.9267887614009478,2.9
170.0,198.0,9.861111111111109,7.38888888888889,426.0,16.046045193307766,16.72122284500823,15.633333333333338,35.19741550386098,36.87531413163174,25.58181294933983,27.020364706358578,291.078125,122.5147473239511,73.2974268649583,24.0,30.0,59.0,3382.0,15889.0,134.1895757020757,14338.0,15150.0,792.0,4778.0,1230.0,82.02778316885326,43.6754284648649,2.456296691635235,1.3553398180288734,1.64
188.0,229.0,10.986111111111107,6.944444444444444,524.0,15.70525712589726,16.60146346530068,15.019047619047624,35.57318599656251,38.64113434681501,26.513796012720466,28.454367871479235,299.4194861111111,137.35969813403187,87.60781687109669,36.0,66.0,73.0,3234.0,14747.0,139.82811632811632,14025.0,15162.0,717.0,4873.0,1220.0,86.45697389838031,42.85928555428395,2.5260899248253192,1.24359816380832,4.2
150.0,174.0,9.999999999999998,6.888888888888888,376.0,14.528407103102724,14.956932327697983,14.100000000000003,31.20083685410323,32.874112124932594,22.75338582459365,23.859711405450664,259.078125,108.27730722556655,64.76079580771275,22.0,28.0,52.0,3020.0,16064.0,111.7203211820859,12509.0,12917.0,521.0,4138.0,940.0,73.5323558192815,37.99763585637814,2.4708728495296963,1.3492632645693838,3.92
92.0,107.0,7.277777777777777,3.944444444444444,242.0,8.486071002992368,8.710701925855117,8.033333333333335,18.168494195828362,19.938468501173517,13.820217383170775,14.412507145948608,142.4375,67.28321550252333,42.03067944372927,18.0,28.0,34.0,597.0,1793.0,56.915476190476184,2392.0,2379.0,186.0,984.0,330.0,44.10874942836537,22.13944847316742,2.399750182497895,1.966122730914607,0.59
188.0,218.0,11.923611111111109,7.875,492.0,17.246351923220775,17.927007005053383,16.585714285714293,37.66935555539365,40.50819945297239,28.040241210316378,29.507792163993688,302.8616157407408,136.90761273284704,84.28817835885145,36.0,56.0,68.0,4899.0,29195.0,147.32178035672618,20736.0,21911.0,818.0,7423.0,1458.0,89.49500580310342,46.24449349500614,2.4065963433027635,1.1921952599196348,2.94
84.0,101.0,6.777777777777777,3.500000000000001,226.0,7.519744507803582,7.73834412478301,7.099999999999999,16.24931060737528,17.855985596534893,12.325123591757915,12.947113630838125,133.21875,61.34629177490593,38.74326178322249,14.0,24.0,32.0,380.0,918.0,50.142857142857146,1521.0,1508.0,129.0,637.0,239.0,39.55392249702965,19.80988126013641,2.457131642999728,2.1991790108050533,2.03
184.0,218.0,12.64583333333333,7.194444444444446,500.0,16.039751026937978,16.727621208872986,15.204761904761911,35.37155700219362,38.861343695632335,26.852147375828288,28.361382587159483,282.20124074074073,134.78674684424118,85.48881128702779,40.0,64.0,70.0,3602.0,17253.0,143.72225968475968,15192.0,15985.0,788.0,5709.0,1308.0,85.38540451166617,42.62474083908435,2.470661026529369,1.3814743401852647,2.35
170.0,193.0,11.701388888888886,7.527777777777778,438.0,16.253038761063383,16.71916156736405,15.619047619047626,34.745370295323355,37.47191330013548,26.03739937483475,27.04379911604642,276.62261111111115,123.86288053310365,75.13685181529647,28.0,52.0,60.0,4988.0,34270.0,126.76924888836655,20852.0,21763.0,654.0,6013.0,1203.0,83.06659516712881,42.44446262010269,2.4675073567506542,1.1454630173037077,1.21
122.0,144.0,8.249999999999998,4.972222222222221,320.0,10.952397498181154,11.407804598318814,10.466666666666669,24.087677784281443,26.020951405812145,18.02241795577018,19.034497185028812,193.828125,88.77648841624479,55.217592040847705,22.0,32.0,45.0,1161.0,3998.0,82.53697691197692,4812.0,4958.0,326.0,1751.0,554.0,57.561744902103385,29.026534635639095,2.521246028776873,1.6895658098251234,2.87
162.0,188.0,9.361111111111109,6.777777777777778,410.0,14.991203638441375,15.6828378808547,14.533333333333337,33.10042776317663,34.98997522439083,24.3174293012278,25.69400774429616,267.0625,117.147013345472,70.87664059296569,26.0,34.0,57.0,3214.0,17035.0,119.13037762890704,13833.0,14869.0,575.0,4759.0,1065.0,77.51450116479192,40.62588857529772,2.4099590885908944,1.183081285898934,2.71
170.0,195.0,8.888888888888888,7.777777777777779,410.0,16.741514740667455,17.41854736354445,16.500000000000004,36.505772902065566,37.52467160255393,26.1105802455639,27.483101911694067,304.9375,121.70701151404415,70.48214515945106,18.0,20.0,56.0,4083.0,22310.0,135.0267376414435,17492.0,18717.0,754.0,5784.0,1308.0,83.84818891693779,45.430076955468664,2.357673476775459,1.2040562474206291,4.0
124.0,147.0,5.527777777777778,5.027777777777778,310.0,11.309663088089316,11.99955630785495,11.133333333333335,25.623576169143693,26.40214925229514,18.33240565251189,19.632214166474174,216.9375,88.85529983692906,52.87444629034006,14.0,16.0,43.0,1161.0,3953.0,82.78849206349207,5123.0,5641.0,363.0,1805.0,595.0,58.64328635408737,31.228677639911425,2.445748818569391,1.418738641367914,1.49
190.0,222.0,9.72222222222222,7.888888888888888,476.0,17.56368328351281,18.485513362318475,17.16666666666667,39.19399415361873,40.87651613833089,28.410240074086023,30.18101800726649,323.078125,136.75218742233568,81.83405792220384,26.0,32.0,66.0,5171.0,32443.0,145.1198235244288,22720.0,24943.0,786.0,7530.0,1487.0,90.66047748415004,47.585121134919895,2.4675876650944946,0.9693942633046878,1.99
104.0,126.0,6.6388888888888875,4.083333333333333,276.0,9.07538740046941,9.527198506782844,8.700000000000001,20.30246879204392,21.78376796279427,15.04416091676293,16.04550030780406,169.84375,75.43464634133971,47.10174725559474,16.0,24.0,39.0,650.0,1895.0,64.16746031746032,2744.0,2880.0,204.0,1042.0,371.0,48.24061287044833,24.176893270603145,2.525995058573912,1.7447367296837204,2.0
90.0,100.0,6.145833333333333,3.9166666666666665,236.0,8.554661458305716,8.797314023508765,8.185714285714287,18.228110495516958,19.92532878035911,13.850175153519436,14.315465084690667,140.9351111111111,66.01271695378823,40.39359003207396,18.0,36.0,32.0,702.0,2557.0,53.86201298701299,2878.0,2939.0,166.0,1068.0,330.0,43.87345134338423,22.671650995976048,2.3275272072047835,1.6395815359831005,1.7
122.0,145.0,6.756944444444444,5.527777777777779,310.0,11.764203551551361,12.197200742680835,11.557142857142859,25.570610277207322,26.486094168142955,18.318426148472312,19.31847112365988,223.23299537037036,87.61022584018511,51.68233310448689,14.0,20.0,42.0,1184.0,3670.0,90.08769841269842,4942.0,5140.0,446.0,1751.0,632.0,59.37098717724269,32.14437667942042,2.508475605742403,1.8609758964228789,2.6
178.0,216.0,12.166666666666664,6.256944444444444,530.0,14.339902054246851,15.025746576439477,13.373809523809529,31.964042291304303,36.42587885265995,24.943447587802456,26.443948475316073,259.7931805555556,132.22080672540082,87.44071582079388,46.0,98.0,73.0,2995.0,14931.0,125.27834387834388,12745.0,13522.0,567.0,4372.0,1033.0,79.47392962861018,38.16164970600128,2.652000791514924,1.2715407012670623,3.84
140.0,153.0,11.180555555555554,5.972222222222223,382.0,13.033606621681471,13.288410689854784,12.233333333333334,27.349602458081275,30.982228143535465,21.488117960698634,22.023494062253558,200.37847222222223,104.01339445072149,65.65579784381178,34.0,76.0,52.0,2232.0,9610.0,102.57254412254412,8896.0,8829.0,532.0,2970.0,800.0,67.73497764445487,33.86082038641035,2.3721586097321636,1.912563479238734,1.13
90.0,105.0,4.305555555555555,3.7222222222222214,224.0,8.326499840494924,8.788632535927308,8.166666666666668,18.66398437491715,19.360907799975827,13.463538413245823,14.328707322576118,154.15625,64.67363453752398,38.50281539872884,12.0,14.0,31.0,507.0,1473.0,53.128571428571426,2206.0,2391.0,134.0,758.0,274.0,42.97612666803339,22.57560106688158,2.4195572111697934,1.6015055910189848,2.47
216.0,248.0,14.645833333333332,9.194444444444446,564.0,20.028227006542046,20.71586138705321,19.185714285714283,43.33195960893581,46.91410199805078,32.51075020525484,34.02039240333271,343.99761111111115,157.60858170189093,97.0767453183017,42.0,68.0,78.0,7359.0,46786.0,182.2302015021442,30682.0,31925.0,1160.0,10561.0,1956.0,103.598443698653,52.581566174070524,2.381612770340925,1.233127156687964,2.41
172.0,207.0,9.08333333333333,6.666666666666666,448.0,15.01237168849655,15.918325517471926,14.56666666666667,34.11659909231406,35.95779703627037,24.834266053633407,26.69260727713295,286.46875,124.20903036444923,76.58484452546507,28.0,34.0,63.0,2638.0,10987.0,128.4796731046731,11448.0,12372.0,618.0,3961.0,1052.0,79.67097245794022,40.44939919064413,2.522411774363232,1.2948638629130313,3.57
144.0,170.0,10.562499999999998,5.8055555555555545,394.0,12.701727166047126,13.1519737225175,12.019047619047623,27.66797523401869,30.55319419807497,21.047211792009037,22.14117482353978,224.01323611111115,105.66286922572475,67.05921129381147,30.0,54.0,55.0,1861.0,7357.0,103.16915306915307,7600.0,7716.0,472.0,2749.0,766.0,67.3420625037115,33.48366144367176,2.4782432321687393,1.6660101339103948,2.8
138.0,163.0,6.8888888888888875,5.722222222222222,346.0,12.720346690612276,13.407804598318814,12.466666666666669,28.489601572928127,29.55684979067439,20.522675681292824,21.862924309774993,239.703125,99.08864530896297,59.117086977459365,16.0,20.0,48.0,1638.0,6109.0,98.54664502164502,7122.0,7728.0,428.0,2678.0,758.0,65.69667217717469,34.75418868129461,2.475890564114873,1.4299058253392423,0.67
100.0,119.0,5.416666666666666,4.277777777777777,252.0,9.292024997884276,9.735265790544702,9.100000000000001,20.626997519385945,21.40094724559599,14.796871746579157,15.764454084379711,176.9375,71.78943261379833,42.923601670721425,12.0,14.0,35.0,668.0,1993.0,63.13769841269842,2845.0,3017.0,203.0,1266.0,400.0,47.70867430409023,25.33442671024697,2.4519326545342217,1.6818351664340785,2.3
134.0,156.0,6.638888888888888,5.388888888888888,338.0,12.169836433395455,12.866341299926972,11.86666666666667,27.368376955607754,28.68057414763233,19.936889243665924,21.23258745769452,221.53125,96.68032240140428,58.391359218727146,22.0,26.0,47.0,1899.0,9473.0,85.95726814035638,8349.0,9165.0,321.0,2935.0,707.0,63.81471846825331,32.524354881052375,2.394419120537317,1.087459733658259,2.62
100.0,113.0,4.444444444444445,4.527777777777777,236.0,9.915816237971963,10.380384245463445,9.833333333333336,21.79795897113271,22.206207261596575,15.51590907158417,16.340637866394587,179.390625,71.41085181396726,40.74545608584813,10.0,10.0,32.0,836.0,2741.0,64.80396825396826,3602.0,3875.0,266.0,1177.0,423.0,49.60045640759153,26.788171236876455,2.3307141002803666,1.5359799272995682,1.37
218.0,253.0,12.444444444444441,9.25,548.0,20.368213736153123,21.288188843782255,19.800000000000004,44.88563675541416,47.22715866740871,32.83122024616778,34.668028270236825,365.21875,157.35891310546586,94.54883456432269,32.0,42.0,76.0,7698.0,52019.0,180.9843727349213,33238.0,35855.0,1134.0,10680.0,1995.0,104.77246278240231,54.86898478601038,2.3927252740309846,1.0119583210872047,2.58
166.0,205.0,10.965277777777777,5.993055555555555,484.0,13.566134244902297,14.236892194439642,12.77380952380953,30.37348816017785,33.90399903147899,23.230817642598172,24.759775360723243,254.8226944444445,122.3409986255403,79.87079730787192,38.0,74.0,67.0,2377.0,10788.0,115.82268009768012,10147.0,10796.0,505.0,3562.0,907.0,74.4986652391341,36.67893622283702,2.655607961741804,1.3361497821648376,2.21
136.0,163.0,7.249999999999998,5.416666666666666,350.0,12.131030293135234,12.816052888782677,11.800000000000002,27.355626976712564,28.711550329053637,19.884518585327577,21.265207328329623,230.46875,98.00828228201205,59.70287341508627,18.0,24.0,49.0,1493.0,5600.0,93.46810966810966,6478.0,7007.0,402.0,2402.0,702.0,63.64677331196856,33.09079366559011,2.4842059981403386,1.4028800458166197,3.3
176.0,205.0,8.361111111111109,7.166666666666667,440.0,16.13616292858424,17.06344397239067,15.800000000000006,36.28756054406084,37.76305705227095,26.260410159824964,27.975897840334365,296.921875,126.65887668936429,75.82091250296486,26.0,30.0,61.0,3948.0,22939.0,130.50182598619134,17431.0,19217.0,613.0,6756.0,1300.0,83.49936585715652,43.88782660443489,2.411837689124047,1.007239512939186,3.02
146.0,166.0,9.749999999999998,6.416666666666668,368.0,13.918723993369941,14.38016239939092,13.400000000000004,30.006861372734527,32.10343431045077,22.345938871929217,23.328317824885477,235.046875,106.02712064284691,64.16186395084685,26.0,36.0,51.0,2544.0,12056.0,108.73080808080809,10559.0,10929.0,519.0,3766.0,912.0,71.1224475017325,36.318451801717,2.38022316191081,1.4686019133001047,1.52
110.0,129.0,6.527777777777777,4.611111111111111,280.0,10.147867045540842,10.605129116855034,9.833333333333336,22.39603518248603,23.670308876734328,16.42986490843461,17.375914046804663,183.6875,79.48347123209928,48.159669648221225,16.0,22.0,39.0,901.0,2897.0,72.03888888888889,3806.0,4006.0,280.0,1347.0,466.0,52.558106811220995,26.91199173998659,2.4209603881303705,1.6525149782046569,0.68
102.0,118.0,5.055555555555555,4.555555555555555,248.0,9.864504642955708,10.31319640061689,9.733333333333334,21.720563909828048,22.287488159536053,15.47546895706429,16.387761042193777,182.78125,73.00983037981173,42.56731050097481,12.0,12.0,34.0,847.0,2887.0,65.27503607503608,3624.0,3867.0,240.0,1242.0,423.0,49.840598510204714,26.84910328793498,2.4079399869258764,1.5295602375509476,3.83
94.0,115.0,5.527777777777777,3.666666666666667,248.0,8.181540550352056,8.632771315782927,7.9,18.476851594032944,19.5878259720957,13.520557554648654,14.49630696932109,158.46875,67.88969325498955,42.043824862968265,12.0,18.0,35.0,450.0,1143.0,55.686904761904756,1921.0,2037.0,139.0,994.0,320.0,43.375033580165535,22.436037510490813,2.5095473790188363,1.8331570888695008,2.23
